id,street,ward,district,city,code
0,duong 1,None,binh chanh,ho chi minh,SG
1,duong 10,None,binh chanh,ho chi minh,SG
2,duong 10a,None,binh chanh,ho chi minh,SG
3,duong 10b,None,binh chanh,ho chi minh,SG
4,duong 11,None,binh chanh,ho chi minh,SG
5,duong 12,None,binh chanh,ho chi minh,SG
6,duong 13,None,binh chanh,ho chi minh,SG
7,duong 14,None,binh chanh,ho chi minh,SG
8,duong 15,None,binh chanh,ho chi minh,SG
9,duong 16,None,binh chanh,ho chi minh,SG
10,duong 17,None,binh chanh,ho chi minh,SG
11,duong 18,None,binh chanh,ho chi minh,SG
12,duong 19,None,binh chanh,ho chi minh,SG
13,duong 1a,None,binh chanh,ho chi minh,SG
14,duong 1b,None,binh chanh,ho chi minh,SG
15,duong 1e,None,binh chanh,ho chi minh,SG
16,duong 2,None,binh chanh,ho chi minh,SG
17,duong 21,None,binh chanh,ho chi minh,SG
18,duong 22,None,binh chanh,ho chi minh,SG
19,duong 234,None,binh chanh,ho chi minh,SG
20,duong 24,None,binh chanh,ho chi minh,SG
21,duong 26,None,binh chanh,ho chi minh,SG
22,duong 27,None,binh chanh,ho chi minh,SG
23,duong 2a,None,binh chanh,ho chi minh,SG
24,duong 2b,None,binh chanh,ho chi minh,SG
25,duong 3,None,binh chanh,ho chi minh,SG
26,duong 33,None,binh chanh,ho chi minh,SG
27,duong 3a,None,binh chanh,ho chi minh,SG
28,duong 3b,None,binh chanh,ho chi minh,SG
29,duong 4,None,binh chanh,ho chi minh,SG
30,duong 47,None,binh chanh,ho chi minh,SG
31,duong 4c,None,binh chanh,ho chi minh,SG
32,duong 4e,None,binh chanh,ho chi minh,SG
33,duong 5,None,binh chanh,ho chi minh,SG
34,duong 50,None,binh chanh,ho chi minh,SG
35,duong 51,None,binh chanh,ho chi minh,SG
36,duong 5a,None,binh chanh,ho chi minh,SG
37,duong 5b,None,binh chanh,ho chi minh,SG
38,duong 5c,None,binh chanh,ho chi minh,SG
39,duong 5d,None,binh chanh,ho chi minh,SG
40,duong 6,None,binh chanh,ho chi minh,SG
41,duong 6a,None,binh chanh,ho chi minh,SG
42,duong 6b,None,binh chanh,ho chi minh,SG
43,duong 6c,None,binh chanh,ho chi minh,SG
44,duong 6d,None,binh chanh,ho chi minh,SG
45,duong 6t,None,binh chanh,ho chi minh,SG
46,duong 7,None,binh chanh,ho chi minh,SG
47,duong 7 tan,None,binh chanh,ho chi minh,SG
48,duong 8,None,binh chanh,ho chi minh,SG
49,duong 835b,None,binh chanh,ho chi minh,SG
50,duong 8a,None,binh chanh,ho chi minh,SG
51,duong 8b,None,binh chanh,ho chi minh,SG
52,duong 8c,None,binh chanh,ho chi minh,SG
53,duong 9,None,binh chanh,ho chi minh,SG
54,duong 9a,None,binh chanh,ho chi minh,SG
55,a1,None,binh chanh,ho chi minh,SG
56,an ha,None,binh chanh,ho chi minh,SG
57,an phu dong 27,None,binh chanh,ho chi minh,SG
58,an phu tay,None,binh chanh,ho chi minh,SG
59,b10,None,binh chanh,ho chi minh,SG
60,b6,None,binh chanh,ho chi minh,SG
61,ba ca,None,binh chanh,ho chi minh,SG
62,ba hom,None,binh chanh,ho chi minh,SG
63,ba thau,None,binh chanh,ho chi minh,SG
64,ba ty,None,binh chanh,ho chi minh,SG
65,ben loi,None,binh chanh,ho chi minh,SG
66,binh truong,None,binh chanh,ho chi minh,SG
67,bo hue,None,binh chanh,ho chi minh,SG
68,bo kenh,None,binh chanh,ho chi minh,SG
69,bo nha tho,None,binh chanh,ho chi minh,SG
70,bo xe lam,None,binh chanh,ho chi minh,SG
71,bong van dia,None,binh chanh,ho chi minh,SG
72,bui thanh khiet,None,binh chanh,ho chi minh,SG
73,bui van su,None,binh chanh,ho chi minh,SG
74,c2,None,binh chanh,ho chi minh,SG
75,c3,None,binh chanh,ho chi minh,SG
76,c4,None,binh chanh,ho chi minh,SG
77,c7,None,binh chanh,ho chi minh,SG
78,c9,None,binh chanh,ho chi minh,SG
79,cao lo,None,binh chanh,ho chi minh,SG
80,cau suoi,None,binh chanh,ho chi minh,SG
81,cay ban,None,binh chanh,ho chi minh,SG
82,cay bang,None,binh chanh,ho chi minh,SG
83,cay cam,None,binh chanh,ho chi minh,SG
84,cay duong,None,binh chanh,ho chi minh,SG
85,chanh hung,None,binh chanh,ho chi minh,SG
86,chien luoc,None,binh chanh,ho chi minh,SG
87,chua,None,binh chanh,ho chi minh,SG
88,cong nghe moi,None,binh chanh,ho chi minh,SG
89,d17,None,binh chanh,ho chi minh,SG
90,d2,None,binh chanh,ho chi minh,SG
91,d6,None,binh chanh,ho chi minh,SG
92,da phuoc,None,binh chanh,ho chi minh,SG
93,dinh duc thien,None,binh chanh,ho chi minh,SG
94,doan nguyen tuan,None,binh chanh,ho chi minh,SG
95,doan nguyen tuan,None,binh chanh,ho chi minh,SG
96,dong hung thuan 6,None,binh chanh,ho chi minh,SG
97,duong dat,None,binh chanh,ho chi minh,SG
98,duong dinh cuc,None,binh chanh,ho chi minh,SG
99,g6,None,binh chanh,ho chi minh,SG
100,g7,None,binh chanh,ho chi minh,SG
101,giao thong hao,None,binh chanh,ho chi minh,SG
102,ha thanh,None,binh chanh,ho chi minh,SG
103,hang co,None,binh chanh,ho chi minh,SG
104,hang co 9a,None,binh chanh,ho chi minh,SG
105,hau lan,None,binh chanh,ho chi minh,SG
106,hiep thanh 13,None,binh chanh,ho chi minh,SG
107,hiep thanh 7,None,binh chanh,ho chi minh,SG
108,hoang dao thuy,None,binh chanh,ho chi minh,SG
109,hoang phan thai,None,binh chanh,ho chi minh,SG
110,hoc huu,None,binh chanh,ho chi minh,SG
111,hung long,None,binh chanh,ho chi minh,SG
112,hung nhon,None,binh chanh,ho chi minh,SG
113,huong lo  80,None,binh chanh,ho chi minh,SG
114,huong lo 11,None,binh chanh,ho chi minh,SG
115,huong lo 14,None,binh chanh,ho chi minh,SG
116,huynh ba chanh,None,binh chanh,ho chi minh,SG
117,huynh huu tri,None,binh chanh,ho chi minh,SG
118,huynh van tri,None,binh chanh,ho chi minh,SG
119,kenh,None,binh chanh,ho chi minh,SG
120,kenh 10,None,binh chanh,ho chi minh,SG
121,kenh 7,None,binh chanh,ho chi minh,SG
122,kenh 8,None,binh chanh,ho chi minh,SG
123,kenh 9,None,binh chanh,ho chi minh,SG
124,kenh a,None,binh chanh,ho chi minh,SG
125,kenh c,None,binh chanh,ho chi minh,SG
126,kenh trung uong,None,binh chanh,ho chi minh,SG
127,khuat van buc,None,binh chanh,ho chi minh,SG
128,kinh 11,None,binh chanh,ho chi minh,SG
129,kinh 4,None,binh chanh,ho chi minh,SG
130,kinh 6,None,binh chanh,ho chi minh,SG
131,kinh a,None,binh chanh,ho chi minh,SG
132,kinh b12,None,binh chanh,ho chi minh,SG
133,kinh rau ram,None,binh chanh,ho chi minh,SG
134,kinh trung uong,None,binh chanh,ho chi minh,SG
135,lai hung cuong,None,binh chanh,ho chi minh,SG
136,lang le bau co,None,binh chanh,ho chi minh,SG
137,le chan,None,binh chanh,ho chi minh,SG
138,le chinh dang,None,binh chanh,ho chi minh,SG
139,le dinh chi,None,binh chanh,ho chi minh,SG
140,le minh xuan,None,binh chanh,ho chi minh,SG
141,le quy hoan,None,binh chanh,ho chi minh,SG
142,lien ap,None,binh chanh,ho chi minh,SG
143,lien ap 1-2,None,binh chanh,ho chi minh,SG
144,lien ap 123,None,binh chanh,ho chi minh,SG
145,lien ap 2-3,None,binh chanh,ho chi minh,SG
146,lien ap 2-3-4,None,binh chanh,ho chi minh,SG
147,lien ap 2-6,None,binh chanh,ho chi minh,SG
148,lien ap 3-4-5,None,binh chanh,ho chi minh,SG
149,lien ap 4-5,None,binh chanh,ho chi minh,SG
150,lien ap 5-6,None,binh chanh,ho chi minh,SG
151,lien ap 6,None,binh chanh,ho chi minh,SG
152,lien ap 6-2,None,binh chanh,ho chi minh,SG
153,lien khu 123,None,binh chanh,ho chi minh,SG
154,lien khu 2-6,None,binh chanh,ho chi minh,SG
155,lien khu 4-5,None,binh chanh,ho chi minh,SG
156,lien khu 5 - 6,None,binh chanh,ho chi minh,SG
157,lien thon 1-2-3,None,binh chanh,ho chi minh,SG
158,linh hoa,None,binh chanh,ho chi minh,SG
159,lo 2,None,binh chanh,ho chi minh,SG
160,loc hoa,None,binh chanh,ho chi minh,SG
161,luong dinh cua,None,binh chanh,ho chi minh,SG
162,ly ong trong,None,binh chanh,ho chi minh,SG
163,mai ba huong,None,binh chanh,ho chi minh,SG
164,muong khai,None,binh chanh,ho chi minh,SG
165,nguyen an ninh,None,binh chanh,ho chi minh,SG
166,nguyen cuu phu,None,binh chanh,ho chi minh,SG
167,nguyen dinh kien,None,binh chanh,ho chi minh,SG
168,nguyen doan tuan,None,binh chanh,ho chi minh,SG
169,nguyen huu tri,None,binh chanh,ho chi minh,SG
170,nguyen huy chuong,None,binh chanh,ho chi minh,SG
171,nguyen khanh,None,binh chanh,ho chi minh,SG
172,nguyen thai binh,None,binh chanh,ho chi minh,SG
173,nguyen thi dung,None,binh chanh,ho chi minh,SG
174,nguyen thi sua,None,binh chanh,ho chi minh,SG
175,nguyen thi thap,None,binh chanh,ho chi minh,SG
176,nguyen thi tu,None,binh chanh,ho chi minh,SG
177,nguyen tri phuong,None,binh chanh,ho chi minh,SG
178,nguyen van bua,None,binh chanh,ho chi minh,SG
179,nguyen van cu,None,binh chanh,ho chi minh,SG
180,nguyen van linh,None,binh chanh,ho chi minh,SG
181,nguyen van long,None,binh chanh,ho chi minh,SG
182,nguyen van thoi,None,binh chanh,ho chi minh,SG
183,nu dan cong,None,binh chanh,ho chi minh,SG
184,pham hung,None,binh chanh,ho chi minh,SG
185,pham tan muoi,None,binh chanh,ho chi minh,SG
186,pham van sang,None,binh chanh,ho chi minh,SG
187,pham van thuan,None,binh chanh,ho chi minh,SG
188,phan van mang,None,binh chanh,ho chi minh,SG
189,phuoc ly,None,binh chanh,ho chi minh,SG
190,quach dieu,None,binh chanh,ho chi minh,SG
191,quoc lo 1a,None,binh chanh,ho chi minh,SG
192,quoc lo 2,None,binh chanh,ho chi minh,SG
193,quoc lo 50,None,binh chanh,ho chi minh,SG
194,quoc lo 80,None,binh chanh,ho chi minh,SG
195,quoc lo 8a,None,binh chanh,ho chi minh,SG
196,rach ba lon,None,binh chanh,ho chi minh,SG
197,rach bau goc,None,binh chanh,ho chi minh,SG
198,rach cau suoi,None,binh chanh,ho chi minh,SG
199,rach ong do,None,binh chanh,ho chi minh,SG
200,so 1,None,binh chanh,ho chi minh,SG
201,so 10,None,binh chanh,ho chi minh,SG
202,so 11,None,binh chanh,ho chi minh,SG
203,so 12,None,binh chanh,ho chi minh,SG
204,so 12b,None,binh chanh,ho chi minh,SG
205,so 13,None,binh chanh,ho chi minh,SG
206,so 14,None,binh chanh,ho chi minh,SG
207,so 16,None,binh chanh,ho chi minh,SG
208,so 18,None,binh chanh,ho chi minh,SG
209,so 19,None,binh chanh,ho chi minh,SG
210,so 1a,None,binh chanh,ho chi minh,SG
211,so 1e,None,binh chanh,ho chi minh,SG
212,so 2,None,binh chanh,ho chi minh,SG
213,so 24,None,binh chanh,ho chi minh,SG
214,so 3,None,binh chanh,ho chi minh,SG
215,so 4,None,binh chanh,ho chi minh,SG
216,so 5,None,binh chanh,ho chi minh,SG
217,so 6,None,binh chanh,ho chi minh,SG
218,so 6a,None,binh chanh,ho chi minh,SG
219,so 6b,None,binh chanh,ho chi minh,SG
220,so 6d,None,binh chanh,ho chi minh,SG
221,so 7,None,binh chanh,ho chi minh,SG
222,so 8,None,binh chanh,ho chi minh,SG
223,so 9,None,binh chanh,ho chi minh,SG
224,so 9a,None,binh chanh,ho chi minh,SG
225,su doan 9,None,binh chanh,ho chi minh,SG
226,t10,None,binh chanh,ho chi minh,SG
227,t11,None,binh chanh,ho chi minh,SG
228,t12,None,binh chanh,ho chi minh,SG
229,t14,None,binh chanh,ho chi minh,SG
230,t4,None,binh chanh,ho chi minh,SG
231,t6,None,binh chanh,ho chi minh,SG
232,t9,None,binh chanh,ho chi minh,SG
233,tam buu tu,None,binh chanh,ho chi minh,SG
234,tan chanh hiep 16,None,binh chanh,ho chi minh,SG
235,tan duc,None,binh chanh,ho chi minh,SG
236,tan kien,None,binh chanh,ho chi minh,SG
237,tan liem,None,binh chanh,ho chi minh,SG
238,tan lieu,None,binh chanh,ho chi minh,SG
239,tan long,None,binh chanh,ho chi minh,SG
240,tan thoi hiep 10,None,binh chanh,ho chi minh,SG
241,tan tuc,None,binh chanh,ho chi minh,SG
242,tap doan 16,None,binh chanh,ho chi minh,SG
243,tay lan,None,binh chanh,ho chi minh,SG
244,thanh loc 27,None,binh chanh,ho chi minh,SG
245,thanh nien,None,binh chanh,ho chi minh,SG
246,thanh xuan 21,None,binh chanh,ho chi minh,SG
247,the lu,None,binh chanh,ho chi minh,SG
248,thich thien hoa,None,binh chanh,ho chi minh,SG
249,thien giang,None,binh chanh,ho chi minh,SG
250,thoi hoa,None,binh chanh,ho chi minh,SG
251,thuy loi,None,binh chanh,ho chi minh,SG
252,tinh lo 10,None,binh chanh,ho chi minh,SG
253,tinh lo 10b,None,binh chanh,ho chi minh,SG
254,tinh lo 6,None,binh chanh,ho chi minh,SG
255,tinh lo 826,None,binh chanh,ho chi minh,SG
256,tinh lo 835,None,binh chanh,ho chi minh,SG
257,tinh lo 835b,None,binh chanh,ho chi minh,SG
258,trai ga,None,binh chanh,ho chi minh,SG
259,tran dai nghia,None,binh chanh,ho chi minh,SG
260,tran hai phung,None,binh chanh,ho chi minh,SG
261,tran van giau,None,binh chanh,ho chi minh,SG
262,trich sai,None,binh chanh,ho chi minh,SG
263,trinh nhu khue,None,binh chanh,ho chi minh,SG
264,trinh quang nghi,None,binh chanh,ho chi minh,SG
265,trung chanh 1,None,binh chanh,ho chi minh,SG
266,trung son,None,binh chanh,ho chi minh,SG
267,truong van bang,None,binh chanh,ho chi minh,SG
268,truong van da,None,binh chanh,ho chi minh,SG
269,vanh dai 2,None,binh chanh,ho chi minh,SG
270,vanh dai 4,None,binh chanh,ho chi minh,SG
271,vanh dai trong,None,binh chanh,ho chi minh,SG
272,vinh loc,None,binh chanh,ho chi minh,SG
273,vinh loc a,None,binh chanh,ho chi minh,SG
274,vinh loc b,None,binh chanh,ho chi minh,SG
275,vinh loc h,None,binh chanh,ho chi minh,SG
276,vo huu loi,None,binh chanh,ho chi minh,SG
277,vo van thu,None,binh chanh,ho chi minh,SG
278,vo van van,None,binh chanh,ho chi minh,SG
279,vuon thom,None,binh chanh,ho chi minh,SG
280,xa de,None,binh chanh,ho chi minh,SG
281,None,an phu tay,binh chanh,ho chi minh,SG
282,None,binh chanh,binh chanh,ho chi minh,SG
283,None,binh hung,binh chanh,ho chi minh,SG
284,None,binh loi,binh chanh,ho chi minh,SG
285,None,da phuoc,binh chanh,ho chi minh,SG
286,None,hung long,binh chanh,ho chi minh,SG
287,None,le minh xuan,binh chanh,ho chi minh,SG
288,None,pham van hai,binh chanh,ho chi minh,SG
289,None,phong phu,binh chanh,ho chi minh,SG
290,None,quy duc,binh chanh,ho chi minh,SG
291,None,tan kien,binh chanh,ho chi minh,SG
292,None,tan nhut,binh chanh,ho chi minh,SG
293,None,tan quy tay,binh chanh,ho chi minh,SG
294,None,tan tuc,binh chanh,ho chi minh,SG
295,None,vinh loc a,binh chanh,ho chi minh,SG
296,None,vinh loc b,binh chanh,ho chi minh,SG
347,None,None,binh chanh,ho chi minh,SG
348,duong 1,None,binh tan,ho chi minh,SG
349,duong 10,None,binh tan,ho chi minh,SG
350,duong 10a,None,binh tan,ho chi minh,SG
351,duong 11,None,binh tan,ho chi minh,SG
352,duong 11a,None,binh tan,ho chi minh,SG
353,duong 12,None,binh tan,ho chi minh,SG
354,duong 13,None,binh tan,ho chi minh,SG
355,duong 13a,None,binh tan,ho chi minh,SG
356,duong 13b,None,binh tan,ho chi minh,SG
357,duong 14,None,binh tan,ho chi minh,SG
358,duong 14a,None,binh tan,ho chi minh,SG
359,duong 14b,None,binh tan,ho chi minh,SG
360,duong 15,None,binh tan,ho chi minh,SG
361,duong 16,None,binh tan,ho chi minh,SG
362,duong 16a,None,binh tan,ho chi minh,SG
363,duong 16b,None,binh tan,ho chi minh,SG
364,duong 17,None,binh tan,ho chi minh,SG
365,duong 173,None,binh tan,ho chi minh,SG
366,duong 17a,None,binh tan,ho chi minh,SG
367,duong 17b,None,binh tan,ho chi minh,SG
368,duong 17c,None,binh tan,ho chi minh,SG
369,duong 18,None,binh tan,ho chi minh,SG
370,duong 18a,None,binh tan,ho chi minh,SG
371,duong 18b,None,binh tan,ho chi minh,SG
372,duong 18d,None,binh tan,ho chi minh,SG
373,duong 18e,None,binh tan,ho chi minh,SG
374,duong 19,None,binh tan,ho chi minh,SG
375,duong 19/5,None,binh tan,ho chi minh,SG
376,duong 19a,None,binh tan,ho chi minh,SG
377,duong 19b,None,binh tan,ho chi minh,SG
378,duong 19c,None,binh tan,ho chi minh,SG
379,duong 19d,None,binh tan,ho chi minh,SG
380,duong 19e,None,binh tan,ho chi minh,SG
381,duong 1a,None,binh tan,ho chi minh,SG
382,duong 1b,None,binh tan,ho chi minh,SG
383,duong 1c,None,binh tan,ho chi minh,SG
384,duong 1d,None,binh tan,ho chi minh,SG
385,duong 2,None,binh tan,ho chi minh,SG
386,duong 20,None,binh tan,ho chi minh,SG
387,duong 21,None,binh tan,ho chi minh,SG
388,duong 21a,None,binh tan,ho chi minh,SG
389,duong 21b,None,binh tan,ho chi minh,SG
390,duong 21c,None,binh tan,ho chi minh,SG
391,duong 21e,None,binh tan,ho chi minh,SG
392,duong 22,None,binh tan,ho chi minh,SG
393,duong 23,None,binh tan,ho chi minh,SG
394,duong 23a,None,binh tan,ho chi minh,SG
395,duong 23b,None,binh tan,ho chi minh,SG
396,duong 24,None,binh tan,ho chi minh,SG
397,duong 24a,None,binh tan,ho chi minh,SG
398,duong 24b,None,binh tan,ho chi minh,SG
399,duong 25,None,binh tan,ho chi minh,SG
400,duong 25a,None,binh tan,ho chi minh,SG
401,duong 26,None,binh tan,ho chi minh,SG
402,duong 26/3,None,binh tan,ho chi minh,SG
403,duong 26/5,None,binh tan,ho chi minh,SG
404,duong 27,None,binh tan,ho chi minh,SG
405,duong 27/3,None,binh tan,ho chi minh,SG
406,duong 28,None,binh tan,ho chi minh,SG
407,duong 28a,None,binh tan,ho chi minh,SG
408,duong 29,None,binh tan,ho chi minh,SG
409,duong 2a,None,binh tan,ho chi minh,SG
410,duong 2b,None,binh tan,ho chi minh,SG
411,duong 2c,None,binh tan,ho chi minh,SG
412,duong 2d,None,binh tan,ho chi minh,SG
413,duong 2e,None,binh tan,ho chi minh,SG
414,duong 2f,None,binh tan,ho chi minh,SG
415,duong 3,None,binh tan,ho chi minh,SG
416,duong 30,None,binh tan,ho chi minh,SG
417,duong 31,None,binh tan,ho chi minh,SG
418,duong 31a,None,binh tan,ho chi minh,SG
419,duong 32,None,binh tan,ho chi minh,SG
420,duong 32a,None,binh tan,ho chi minh,SG
421,duong 32b,None,binh tan,ho chi minh,SG
422,duong 33,None,binh tan,ho chi minh,SG
423,duong 33a,None,binh tan,ho chi minh,SG
424,duong 33b,None,binh tan,ho chi minh,SG
425,duong 34,None,binh tan,ho chi minh,SG
426,duong 34a,None,binh tan,ho chi minh,SG
427,duong 34b,None,binh tan,ho chi minh,SG
428,duong 36,None,binh tan,ho chi minh,SG
429,duong 38,None,binh tan,ho chi minh,SG
430,duong 39,None,binh tan,ho chi minh,SG
431,duong 3a,None,binh tan,ho chi minh,SG
432,duong 3b,None,binh tan,ho chi minh,SG
433,duong 3c,None,binh tan,ho chi minh,SG
434,duong 3d,None,binh tan,ho chi minh,SG
435,duong 4,None,binh tan,ho chi minh,SG
436,duong 40,None,binh tan,ho chi minh,SG
437,duong 40b,None,binh tan,ho chi minh,SG
438,duong 41,None,binh tan,ho chi minh,SG
439,duong 42,None,binh tan,ho chi minh,SG
440,duong 43,None,binh tan,ho chi minh,SG
441,duong 44,None,binh tan,ho chi minh,SG
442,duong 46,None,binh tan,ho chi minh,SG
443,duong 46a,None,binh tan,ho chi minh,SG
444,duong 46b,None,binh tan,ho chi minh,SG
445,duong 47,None,binh tan,ho chi minh,SG
446,duong 48,None,binh tan,ho chi minh,SG
447,duong 48a,None,binh tan,ho chi minh,SG
448,duong 49,None,binh tan,ho chi minh,SG
449,duong 49a,None,binh tan,ho chi minh,SG
450,duong 49b,None,binh tan,ho chi minh,SG
451,duong 4a,None,binh tan,ho chi minh,SG
452,duong 4b,None,binh tan,ho chi minh,SG
453,duong 5,None,binh tan,ho chi minh,SG
454,duong 50,None,binh tan,ho chi minh,SG
455,duong 50a,None,binh tan,ho chi minh,SG
456,duong 50b,None,binh tan,ho chi minh,SG
457,duong 50c,None,binh tan,ho chi minh,SG
458,duong 50d,None,binh tan,ho chi minh,SG
459,duong 51,None,binh tan,ho chi minh,SG
460,duong 52,None,binh tan,ho chi minh,SG
461,duong 53,None,binh tan,ho chi minh,SG
462,duong 53a,None,binh tan,ho chi minh,SG
463,duong 53c,None,binh tan,ho chi minh,SG
464,duong 54,None,binh tan,ho chi minh,SG
465,duong 55,None,binh tan,ho chi minh,SG
466,duong 55a,None,binh tan,ho chi minh,SG
467,duong 57,None,binh tan,ho chi minh,SG
468,duong 57a,None,binh tan,ho chi minh,SG
469,duong 57c,None,binh tan,ho chi minh,SG
470,duong 5a,None,binh tan,ho chi minh,SG
471,duong 5b,None,binh tan,ho chi minh,SG
472,duong 5c,None,binh tan,ho chi minh,SG
473,duong 5d,None,binh tan,ho chi minh,SG
474,duong 5e,None,binh tan,ho chi minh,SG
475,duong 5f,None,binh tan,ho chi minh,SG
476,duong 6,None,binh tan,ho chi minh,SG
477,duong 61,None,binh tan,ho chi minh,SG
478,duong 6a,None,binh tan,ho chi minh,SG
479,duong 6b,None,binh tan,ho chi minh,SG
480,duong 6c,None,binh tan,ho chi minh,SG
481,duong 6d,None,binh tan,ho chi minh,SG
482,duong 6e,None,binh tan,ho chi minh,SG
483,duong 7,None,binh tan,ho chi minh,SG
484,duong 7a,None,binh tan,ho chi minh,SG
485,duong 7b,None,binh tan,ho chi minh,SG
486,duong 8,None,binh tan,ho chi minh,SG
487,duong 822,None,binh tan,ho chi minh,SG
488,duong 8b,None,binh tan,ho chi minh,SG
489,duong 8c,None,binh tan,ho chi minh,SG
490,duong 8d,None,binh tan,ho chi minh,SG
491,duong 9,None,binh tan,ho chi minh,SG
492,duong 9a,None,binh tan,ho chi minh,SG
493,a3,None,binh tan,ho chi minh,SG
494,a5,None,binh tan,ho chi minh,SG
495,a8,None,binh tan,ho chi minh,SG
496,a9,None,binh tan,ho chi minh,SG
497,an duong vuong,None,binh tan,ho chi minh,SG
498,ao doi,None,binh tan,ho chi minh,SG
499,ap chien luoc,None,binh tan,ho chi minh,SG
500,au co,None,binh tan,ho chi minh,SG
501,ba hom,None,binh tan,ho chi minh,SG
502,ben loi,None,binh tan,ho chi minh,SG
503,bia truyen thong,None,binh tan,ho chi minh,SG
504,binh hung hoa,None,binh tan,ho chi minh,SG
505,binh hung hoa a,None,binh tan,ho chi minh,SG
506,binh long,None,binh tan,ho chi minh,SG
507,binh thanh,None,binh tan,ho chi minh,SG
508,binh tri dong,None,binh tan,ho chi minh,SG
509,bo tuyen,None,binh tan,ho chi minh,SG
510,bui duong lich,None,binh tan,ho chi minh,SG
511,bui huu dien,None,binh tan,ho chi minh,SG
512,bui thi xuan,None,binh tan,ho chi minh,SG
513,bui tu toan,None,binh tan,ho chi minh,SG
514,c2,None,binh tan,ho chi minh,SG
515,c3,None,binh tan,ho chi minh,SG
516,cau kinh,None,binh tan,ho chi minh,SG
517,cay cam,None,binh tan,ho chi minh,SG
518,chien luoc,None,binh tan,ho chi minh,SG
519,cn11,None,binh tan,ho chi minh,SG
520,cong lo,None,binh tan,ho chi minh,SG
521,cuu long,None,binh tan,ho chi minh,SG
522,d13,None,binh tan,ho chi minh,SG
523,d3,None,binh tan,ho chi minh,SG
524,d7,None,binh tan,ho chi minh,SG
525,dai lo dong tay,None,binh tan,ho chi minh,SG
526,dai phu,None,binh tan,ho chi minh,SG
527,dat moi,None,binh tan,ho chi minh,SG
528,dinh nghi xuan,None,binh tan,ho chi minh,SG
529,dinh tan khai,None,binh tan,ho chi minh,SG
530,do nang te,None,binh tan,ho chi minh,SG
531,doan phu tu,None,binh tan,ho chi minh,SG
532,duong ba cung,None,binh tan,ho chi minh,SG
533,duong tu quan,None,binh tan,ho chi minh,SG
534,e50,None,binh tan,ho chi minh,SG
535,g1,None,binh tan,ho chi minh,SG
536,g10,None,binh tan,ho chi minh,SG
537,g14,None,binh tan,ho chi minh,SG
538,g3,None,binh tan,ho chi minh,SG
539,g5,None,binh tan,ho chi minh,SG
540,g7,None,binh tan,ho chi minh,SG
541,g8,None,binh tan,ho chi minh,SG
542,g9,None,binh tan,ho chi minh,SG
543,gia phu,None,binh tan,ho chi minh,SG
544,go may,None,binh tan,ho chi minh,SG
545,go xoai,None,binh tan,ho chi minh,SG
546,ho hoc lam,None,binh tan,ho chi minh,SG
547,ho van long,None,binh tan,ho chi minh,SG
548,hoa binh,None,binh tan,ho chi minh,SG
549,hoang van hop,None,binh tan,ho chi minh,SG
550,huong lo  80,None,binh tan,ho chi minh,SG
551,huong lo 17a,None,binh tan,ho chi minh,SG
552,huong lo 2,None,binh tan,ho chi minh,SG
553,huong lo 3,None,binh tan,ho chi minh,SG
554,huong lo 5,None,binh tan,ho chi minh,SG
555,huyen lo 24b,None,binh tan,ho chi minh,SG
556,huyen lo 48b,None,binh tan,ho chi minh,SG
557,huynh van nghe,None,binh tan,ho chi minh,SG
558,kenh 19/5,None,binh tan,ho chi minh,SG
559,kenh 26/3,None,binh tan,ho chi minh,SG
560,kenh c,None,binh tan,ho chi minh,SG
561,kenh nuoc den,None,binh tan,ho chi minh,SG
562,khieu nang tinh,None,binh tan,ho chi minh,SG
563,kinh duong vuong,None,binh tan,ho chi minh,SG
564,lam hoanh,None,binh tan,ho chi minh,SG
565,le co,None,binh tan,ho chi minh,SG
566,le cong phep,None,binh tan,ho chi minh,SG
567,le dinh can,None,binh tan,ho chi minh,SG
568,le dinh duong,None,binh tan,ho chi minh,SG
569,le ngung,None,binh tan,ho chi minh,SG
570,le tan be,None,binh tan,ho chi minh,SG
571,le trong tan,None,binh tan,ho chi minh,SG
572,le van quoi,None,binh tan,ho chi minh,SG
573,le van tam,None,binh tan,ho chi minh,SG
574,lien ap 123,None,binh tan,ho chi minh,SG
575,lien khu 10,None,binh tan,ho chi minh,SG
576,lien khu 10-11,None,binh tan,ho chi minh,SG
577,lien khu 11,None,binh tan,ho chi minh,SG
578,lien khu 1-6,None,binh tan,ho chi minh,SG
579,lien khu 16-18,None,binh tan,ho chi minh,SG
580,lien khu 2-10,None,binh tan,ho chi minh,SG
581,lien khu 2-5,None,binh tan,ho chi minh,SG
582,lien khu 2-6,None,binh tan,ho chi minh,SG
583,lien khu 4-5,None,binh tan,ho chi minh,SG
584,lien khu 5 - 6,None,binh tan,ho chi minh,SG
585,lien khu 5-11-12,None,binh tan,ho chi minh,SG
586,lien khu 8-9,None,binh tan,ho chi minh,SG
587,lien khu 89,None,binh tan,ho chi minh,SG
588,lien lo 2-5,None,binh tan,ho chi minh,SG
589,lo te,None,binh tan,ho chi minh,SG
590,lo tu,None,binh tan,ho chi minh,SG
591,luy ban bich,None,binh tan,ho chi minh,SG
592,ly chieu hoang,None,binh tan,ho chi minh,SG
593,ly thanh tong,None,binh tan,ho chi minh,SG
594,m1,None,binh tan,ho chi minh,SG
595,m10,None,binh tan,ho chi minh,SG
596,m12,None,binh tan,ho chi minh,SG
