id,street,ward,district,city,code
7673,duong 7,None,hoai duc,ha noi,HN
7674,duong 70,None,hoai duc,ha noi,HN
7675,duong 72,None,hoai duc,ha noi,HN
7676,duong 79,None,hoai duc,ha noi,HN
7677,dai lo thang long,None,hoai duc,ha noi,HN
7678,dong nhan,None,hoai duc,ha noi,HN
7679,la tinh,None,hoai duc,ha noi,HN
7680,lai xa,None,hoai duc,ha noi,HN
7681,lang hoa lac,None,hoai duc,ha noi,HN
7682,le trong tan,None,hoai duc,ha noi,HN
7683,le van luong,None,hoai duc,ha noi,HN
7684,quoc lo 32,None,hoai duc,ha noi,HN
7685,thuy ung,None,hoai duc,ha noi,HN
7686,tinh lo 422b,None,hoai duc,ha noi,HN
7687,tinh lo 442,None,hoai duc,ha noi,HN
7688,yen vinh,None,hoai duc,ha noi,HN
7689,None,an khanh,hoai duc,ha noi,HN
7690,None,an thuong,hoai duc,ha noi,HN
7691,None,cat que,hoai duc,ha noi,HN
7692,None,dac so,hoai duc,ha noi,HN
7693,None,di trach,hoai duc,ha noi,HN
7694,None,dong la,hoai duc,ha noi,HN
7695,None,duc giang,hoai duc,ha noi,HN
7696,None,duc thuong,hoai duc,ha noi,HN
7697,None,duong lieu,hoai duc,ha noi,HN
7698,None,kim chung,hoai duc,ha noi,HN
7699,None,la phu,hoai duc,ha noi,HN
7700,None,lai yen,hoai duc,ha noi,HN
7701,None,minh khai,hoai duc,ha noi,HN
7702,None,son dong,hoai duc,ha noi,HN
7703,None,song phuong,hoai duc,ha noi,HN
7704,None,tien yen,hoai duc,ha noi,HN
7705,None,tram troi,hoai duc,ha noi,HN
7706,None,van canh,hoai duc,ha noi,HN
7707,None,van con,hoai duc,ha noi,HN
7708,None,yen so,hoai duc,ha noi,HN
7734,None,None,hoai duc,ha noi,HN
7735,duong 19/12,None,hoan kiem,ha noi,HN
7736,duong 45,None,hoan kiem,ha noi,HN
7737,an xa,None,hoan kiem,ha noi,HN
7738,au trieu,None,hoan kiem,ha noi,HN
7739,ba trieu,None,hoan kiem,ha noi,HN
7740,bach dang,None,hoan kiem,ha noi,HN
7741,bao khanh,None,hoan kiem,ha noi,HN
7742,bao linh,None,hoan kiem,ha noi,HN
7743,bat dan,None,hoan kiem,ha noi,HN
7744,bat su,None,hoan kiem,ha noi,HN
7745,cam chi,None,hoan kiem,ha noi,HN
7746,cao thang,None,hoan kiem,ha noi,HN
7747,cau chuong duong,None,hoan kiem,ha noi,HN
7748,cau dat,None,hoan kiem,ha noi,HN
7749,cau dong,None,hoan kiem,ha noi,HN
7750,cau go,None,hoan kiem,ha noi,HN
7751,cau long bien,None,hoan kiem,ha noi,HN
7752,cau the huc,None,hoan kiem,ha noi,HN
7753,cha ca,None,hoan kiem,ha noi,HN
7754,chan cam,None,hoan kiem,ha noi,HN
7755,chien thang,None,hoan kiem,ha noi,HN
7756,cho gao,None,hoan kiem,ha noi,HN
7757,chuong duong,None,hoan kiem,ha noi,HN
7758,chuong duong do,None,hoan kiem,ha noi,HN
7759,co tan,None,hoan kiem,ha noi,HN
7760,cong duc,None,hoan kiem,ha noi,HN
7761,cong nghiep 6,None,hoan kiem,ha noi,HN
7762,cua dong,None,hoan kiem,ha noi,HN
7763,cua nam,None,hoan kiem,ha noi,HN
7764,da tuong,None,hoan kiem,ha noi,HN
7765,dal,None,hoan kiem,ha noi,HN
7766,dal 22/12,None,hoan kiem,ha noi,HN
7767,dal 27/7,None,hoan kiem,ha noi,HN
7768,dang thai than,None,hoan kiem,ha noi,HN
7769,dao duy tu,None,hoan kiem,ha noi,HN
7770,dien bien,None,hoan kiem,ha noi,HN
7771,dien bien phu,None,hoan kiem,ha noi,HN
7772,dinh cong trang,None,hoan kiem,ha noi,HN
7773,dinh le,None,hoan kiem,ha noi,HN
7774,dinh liet,None,hoan kiem,ha noi,HN
7775,dinh ngang,None,hoan kiem,ha noi,HN
7776,dinh tien hoang,None,hoan kiem,ha noi,HN
7777,doan nhu hai,None,hoan kiem,ha noi,HN
7778,dong thai,None,hoan kiem,ha noi,HN
7779,dong xuan,None,hoan kiem,ha noi,HN
7780,duong thanh,None,hoan kiem,ha noi,HN
7781,gam cau,None,hoan kiem,ha noi,HN
7782,gia ngu,None,hoan kiem,ha noi,HN
7783,ha hoi,None,hoan kiem,ha noi,HN
7784,ha trung,None,hoan kiem,ha noi,HN
7785,hai ba trung,None,hoan kiem,ha noi,HN
7786,ham long,None,hoan kiem,ha noi,HN
7787,ham tu quan,None,hoan kiem,ha noi,HN
7788,hang bac,None,hoan kiem,ha noi,HN
7789,hang bai,None,hoan kiem,ha noi,HN
7790,hang be,None,hoan kiem,ha noi,HN
7791,hang bo,None,hoan kiem,ha noi,HN
7792,hang bong,None,hoan kiem,ha noi,HN
7793,hang buom,None,hoan kiem,ha noi,HN
7794,hang but,None,hoan kiem,ha noi,HN
7795,hang ca,None,hoan kiem,ha noi,HN
7796,hang can,None,hoan kiem,ha noi,HN
7797,hang chai,None,hoan kiem,ha noi,HN
7798,hang chi,None,hoan kiem,ha noi,HN
7799,hang chieu,None,hoan kiem,ha noi,HN
7800,hang chinh,None,hoan kiem,ha noi,HN
7801,hang chuoi,None,hoan kiem,ha noi,HN
7802,hang cot,None,hoan kiem,ha noi,HN
7803,hang da,None,hoan kiem,ha noi,HN
7804,hang dao,None,hoan kiem,ha noi,HN
7805,hang dau,None,hoan kiem,ha noi,HN
7806,hang dau,None,hoan kiem,ha noi,HN
7807,hang dieu,None,hoan kiem,ha noi,HN
7808,hang dong,None,hoan kiem,ha noi,HN
7809,hang duong,None,hoan kiem,ha noi,HN
7810,hang ga,None,hoan kiem,ha noi,HN
7811,hang gai,None,hoan kiem,ha noi,HN
7812,hang giay,None,hoan kiem,ha noi,HN
7813,hang giay,None,hoan kiem,ha noi,HN
7814,hang hanh,None,hoan kiem,ha noi,HN
7815,hang hom,None,hoan kiem,ha noi,HN
7816,hang huong,None,hoan kiem,ha noi,HN
7817,hang khay,None,hoan kiem,ha noi,HN
7818,hang khoai,None,hoan kiem,ha noi,HN
7819,hang luoc,None,hoan kiem,ha noi,HN
7820,hang ma,None,hoan kiem,ha noi,HN
7821,hang mam,None,hoan kiem,ha noi,HN
7822,hang manh,None,hoan kiem,ha noi,HN
7823,hang muoi,None,hoan kiem,ha noi,HN
7824,hang ngang,None,hoan kiem,ha noi,HN
7825,hang non,None,hoan kiem,ha noi,HN
7826,hang phen,None,hoan kiem,ha noi,HN
7827,hang quat,None,hoan kiem,ha noi,HN
7828,hang ruoi,None,hoan kiem,ha noi,HN
7829,hang than,None,hoan kiem,ha noi,HN
7830,hang thiec,None,hoan kiem,ha noi,HN
7831,hang thung,None,hoan kiem,ha noi,HN
7832,hang tre,None,hoan kiem,ha noi,HN
7833,hang trong,None,hoan kiem,ha noi,HN
7834,hang vai,None,hoan kiem,ha noi,HN
7835,hang voi,None,hoan kiem,ha noi,HN
7836,ho hoan kiem,None,hoan kiem,ha noi,HN
7837,hoa lo,None,hoan kiem,ha noi,HN
7838,hoi vu,None,hoan kiem,ha noi,HN
7839,hong ha,None,hoan kiem,ha noi,HN
7840,hong phuc,None,hoan kiem,ha noi,HN
7841,lan ong,None,hoan kiem,ha noi,HN
7842,le duan,None,hoan kiem,ha noi,HN
7843,le lai,None,hoan kiem,ha noi,HN
7844,le phung hieu,None,hoan kiem,ha noi,HN
7845,le thach,None,hoan kiem,ha noi,HN
7846,le thai to,None,hoan kiem,ha noi,HN
7847,le thanh tong,None,hoan kiem,ha noi,HN
7848,le van huu,None,hoan kiem,ha noi,HN
7849,le van linh,None,hoan kiem,ha noi,HN
7850,lien tri,None,hoan kiem,ha noi,HN
7851,lo duc,None,hoan kiem,ha noi,HN
7852,lo ren,None,hoan kiem,ha noi,HN
7853,lo su,None,hoan kiem,ha noi,HN
7854,long bien 2,None,hoan kiem,ha noi,HN
7855,luong ngoc quyen,None,hoan kiem,ha noi,HN
7856,luong van can,None,hoan kiem,ha noi,HN
7857,ly dao thanh,None,hoan kiem,ha noi,HN
7858,ly nam de,None,hoan kiem,ha noi,HN
7859,ly quoc su,None,hoan kiem,ha noi,HN
7860,ly thai to,None,hoan kiem,ha noi,HN
7861,ly thuong kiet,None,hoan kiem,ha noi,HN
7862,ma may,None,hoan kiem,ha noi,HN
7863,nam ngu,None,hoan kiem,ha noi,HN
7864,ngo bao khanh,None,hoan kiem,ha noi,HN
7865,ngo gach,None,hoan kiem,ha noi,HN
7866,ngo huyen,None,hoan kiem,ha noi,HN
7867,ngo quyen,None,hoan kiem,ha noi,HN
7868,ngo thi nham,None,hoan kiem,ha noi,HN
7870,ngo tram,None,hoan kiem,ha noi,HN
7871,ngo van so,None,hoan kiem,ha noi,HN
7872,nguyen che nghia,None,hoan kiem,ha noi,HN
7873,nguyen cong hoan,None,hoan kiem,ha noi,HN
7874,nguyen du,None,hoan kiem,ha noi,HN
7875,nguyen gia thieu,None,hoan kiem,ha noi,HN
7876,nguyen huu huan,None,hoan kiem,ha noi,HN
7877,nguyen khac can,None,hoan kiem,ha noi,HN
7878,nguyen khiet,None,hoan kiem,ha noi,HN
7879,nguyen quang bich,None,hoan kiem,ha noi,HN
7880,nguyen quyen,None,hoan kiem,ha noi,HN
7881,nguyen sieu,None,hoan kiem,ha noi,HN
7882,nguyen thai hoc,None,hoan kiem,ha noi,HN
7883,nguyen thien thuat,None,hoan kiem,ha noi,HN
7884,nguyen thiep,None,hoan kiem,ha noi,HN
7885,nguyen tu gian,None,hoan kiem,ha noi,HN
7886,nguyen van con,None,hoan kiem,ha noi,HN
7887,nguyen van to,None,hoan kiem,ha noi,HN
7888,nguyen xi,None,hoan kiem,ha noi,HN
7889,nha chung,None,hoan kiem,ha noi,HN
7890,nha hoa,None,hoan kiem,ha noi,HN
7891,nha tho,None,hoan kiem,ha noi,HN
7892,o quan chuong,None,hoan kiem,ha noi,HN
7893,pham ngu lao,None,hoan kiem,ha noi,HN
7894,pham su manh,None,hoan kiem,ha noi,HN
7895,pham van sang,None,hoan kiem,ha noi,HN
7896,phan boi chau,None,hoan kiem,ha noi,HN
7897,phan chu trinh,None,hoan kiem,ha noi,HN
7898,phan dinh phung,None,hoan kiem,ha noi,HN
7899,phan huy chu,None,hoan kiem,ha noi,HN
7900,phat loc,None,hoan kiem,ha noi,HN
7901,pho hue,None,hoan kiem,ha noi,HN
7902,phu doan,None,hoan kiem,ha noi,HN
7903,phu dung,None,hoan kiem,ha noi,HN
7904,phuc minh,None,hoan kiem,ha noi,HN
7905,phuc tan,None,hoan kiem,ha noi,HN
7906,phung hung,None,hoan kiem,ha noi,HN
7907,quan su,None,hoan kiem,ha noi,HN
7908,quang trung,None,hoan kiem,ha noi,HN
7909,ta hien,None,hoan kiem,ha noi,HN
7910,tam thuong,None,hoan kiem,ha noi,HN
7911,tan trang,None,hoan kiem,ha noi,HN
7912,thanh,None,hoan kiem,ha noi,HN
7913,thanh ha,None,hoan kiem,ha noi,HN
7914,thanh yen,None,hoan kiem,ha noi,HN
7915,thien phuoc,None,hoan kiem,ha noi,HN
7916,tho nhuom,None,hoan kiem,ha noi,HN
7917,tho xuong,None,hoan kiem,ha noi,HN
7918,thuoc bac,None,hoan kiem,ha noi,HN
7919,to tich,None,hoan kiem,ha noi,HN
7920,to tich,None,hoan kiem,ha noi,HN
7921,ton dan,None,hoan kiem,ha noi,HN
7922,tong dan,None,hoan kiem,ha noi,HN
7923,tong duy tan,None,hoan kiem,ha noi,HN
7924,tran binh,None,hoan kiem,ha noi,HN
7925,tran binh trong,None,hoan kiem,ha noi,HN
7926,tran hung dao,None,hoan kiem,ha noi,HN
7927,tran khanh du,None,hoan kiem,ha noi,HN
7928,tran nguyen han,None,hoan kiem,ha noi,HN
7929,tran nhan tong,None,hoan kiem,ha noi,HN
7930,tran nhat duat,None,hoan kiem,ha noi,HN
7931,tran phu,None,hoan kiem,ha noi,HN
7932,tran quang khai,None,hoan kiem,ha noi,HN
7933,tran quoc toan,None,hoan kiem,ha noi,HN
7934,tran thanh tong,None,hoan kiem,ha noi,HN
7935,trang thi,None,hoan kiem,ha noi,HN
7936,trang tien,None,hoan kiem,ha noi,HN
7937,trang tu,None,hoan kiem,ha noi,HN
7938,trieu quoc dat,None,hoan kiem,ha noi,HN
7939,trieu viet vuong,None,hoan kiem,ha noi,HN
7940,truong han sieu,None,hoan kiem,ha noi,HN
7941,tuc mac,None,hoan kiem,ha noi,HN
7942,van kiep,None,hoan kiem,ha noi,HN
7943,vo van dung,None,hoan kiem,ha noi,HN
7944,vong,None,hoan kiem,ha noi,HN
7945,vong duc,None,hoan kiem,ha noi,HN
7946,vong ha,None,hoan kiem,ha noi,HN
7947,yen thai,None,hoan kiem,ha noi,HN
7948,yet kieu,None,hoan kiem,ha noi,HN
7949,None,chuong duong do,hoan kiem,ha noi,HN
7950,None,cua dong,hoan kiem,ha noi,HN
7951,None,cua nam,hoan kiem,ha noi,HN
7952,None,dong xuan,hoan kiem,ha noi,HN
7953,None,hang bac,hoan kiem,ha noi,HN
7954,None,hang bai,hoan kiem,ha noi,HN
7955,None,hang bo,hoan kiem,ha noi,HN
7956,None,hang bong,hoan kiem,ha noi,HN
7957,None,hang buom,hoan kiem,ha noi,HN
7958,None,hang dao,hoan kiem,ha noi,HN
7959,None,hang gai,hoan kiem,ha noi,HN
7960,None,hang ma,hoan kiem,ha noi,HN
7961,None,hang trong,hoan kiem,ha noi,HN
7962,None,ly thai to,hoan kiem,ha noi,HN
7963,None,phan chu trinh,hoan kiem,ha noi,HN
7964,None,phuc tan,hoan kiem,ha noi,HN
7965,None,tran hung dao,hoan kiem,ha noi,HN
7966,None,trang tien,hoan kiem,ha noi,HN
7991,None,None,hoan kiem,ha noi,HN
7992,bang a,None,hoang mai,ha noi,HN
7993,bang b,None,hoang mai,ha noi,HN
7994,bang liet,None,hoang mai,ha noi,HN
7995,bui huy bich,None,hoang mai,ha noi,HN
7996,bui xuong trach,None,hoang mai,ha noi,HN
7997,cau go,None,hoang mai,ha noi,HN
7998,cau lu,None,hoang mai,ha noi,HN
7999,cau thanh tri,None,hoang mai,ha noi,HN
8000,dai dong,None,hoang mai,ha noi,HN
8001,dai kim,None,hoang mai,ha noi,HN
8002,dai tu,None,hoang mai,ha noi,HN
8003,dang xuan bang,None,hoang mai,ha noi,HN
8004,den lu,None,hoang mai,ha noi,HN
8005,den lu 2,None,hoang mai,ha noi,HN
8006,den lu 3,None,hoang mai,ha noi,HN
8007,dinh cong,None,hoang mai,ha noi,HN
8008,dinh cong ha,None,hoang mai,ha noi,HN
8009,dinh cong thuong,None,hoang mai,ha noi,HN
8010,dinh tien hoang,None,hoang mai,ha noi,HN
8011,doan ket,None,hoang mai,ha noi,HN
8012,doi can,None,hoang mai,ha noi,HN
8013,dong mo,None,hoang mai,ha noi,HN
8014,dong thien,None,hoang mai,ha noi,HN
8015,giai phong,None,hoang mai,ha noi,HN
8016,giap bat,None,hoang mai,ha noi,HN
8017,giap luc,None,hoang mai,ha noi,HN
8018,giap nhi,None,hoang mai,ha noi,HN
8019,giap tu,None,hoang mai,ha noi,HN
8020,hoa mi,None,hoang mai,ha noi,HN
8021,hoang liet,None,hoang mai,ha noi,HN
8022,hoang mai,None,hoang mai,ha noi,HN
8023,hong quang,None,hoang mai,ha noi,HN
8024,hung phuc,None,hoang mai,ha noi,HN
8025,khuyen luong,None,hoang mai,ha noi,HN
8026,kim dong,None,hoang mai,ha noi,HN
8027,kim giang,None,hoang mai,ha noi,HN
8028,kim nguu,None,hoang mai,ha noi,HN
8029,le trong tan,None,hoang mai,ha noi,HN
8030,le van phan,None,hoang mai,ha noi,HN
8031,linh dam,None,hoang mai,ha noi,HN
8032,linh duong,None,hoang mai,ha noi,HN
8033,linh nam,None,hoang mai,ha noi,HN
8034,luong khanh thien,None,hoang mai,ha noi,HN
8035,mai dong,None,hoang mai,ha noi,HN
8036,mai khai,None,hoang mai,ha noi,HN
8037,minh khai,None,hoang mai,ha noi,HN
8038,nam du,None,hoang mai,ha noi,HN
8039,nam du thuong,None,hoang mai,ha noi,HN
8040,nghiem xuan yem,None,hoang mai,ha noi,HN
8041,ngoc hoi,None,hoang mai,ha noi,HN
8042,ngu nhac,None,hoang mai,ha noi,HN
8043,nguyen an ninh,None,hoang mai,ha noi,HN
8044,nguyen canh di,None,hoang mai,ha noi,HN
8045,nguyen chi thanh,None,hoang mai,ha noi,HN
8046,nguyen chinh,None,hoang mai,ha noi,HN
8047,nguyen cong thai,None,hoang mai,ha noi,HN
8048,nguyen cong tru,None,hoang mai,ha noi,HN
8049,nguyen duc canh,None,hoang mai,ha noi,HN
8050,nguyen duy trinh,None,hoang mai,ha noi,HN
8051,nguyen huu tho,None,hoang mai,ha noi,HN
8052,nguyen khoai,None,hoang mai,ha noi,HN
8053,nguyen ngoc nai,None,hoang mai,ha noi,HN
8054,nguyen tam trinh,None,hoang mai,ha noi,HN
8055,nguyen trai,None,hoang mai,ha noi,HN
8056,nguyen van troi,None,hoang mai,ha noi,HN
8057,nguyen xien,None,hoang mai,ha noi,HN
8058,phan dinh giot,None,hoang mai,ha noi,HN
8059,phap van,None,hoang mai,ha noi,HN
8060,sen ngoai,None,hoang mai,ha noi,HN
8061,so thuong,None,hoang mai,ha noi,HN
8062,tam trinh,None,hoang mai,ha noi,HN
8063,tan mai,None,hoang mai,ha noi,HN
8064,tay tra,None,hoang mai,ha noi,HN
8065,thanh dam,None,hoang mai,ha noi,HN
8066,thanh lan,None,hoang mai,ha noi,HN
8067,thanh ngan,None,hoang mai,ha noi,HN
8068,thinh liet,None,hoang mai,ha noi,HN
8069,thuy linh,None,hoang mai,ha noi,HN
8070,tran dien,None,hoang mai,ha noi,HN
8071,tran hoa,None,hoang mai,ha noi,HN
8072,tran nguyen dan,None,hoang mai,ha noi,HN
8073,tran thu do,None,hoang mai,ha noi,HN
8074,truong dinh,None,hoang mai,ha noi,HN
8075,tu ky,None,hoang mai,ha noi,HN
8076,tuong mai,None,hoang mai,ha noi,HN
8077,tuu liet,None,hoang mai,ha noi,HN
8078,"vanh dai 2,5",None,hoang mai,ha noi,HN
8079,vanh dai 3,None,hoang mai,ha noi,HN
8080,vinh hung,None,hoang mai,ha noi,HN
8081,vinh tuy,None,hoang mai,ha noi,HN
8082,vu tong phan,None,hoang mai,ha noi,HN
8083,yen duyen,None,hoang mai,ha noi,HN
8084,yen so,None,hoang mai,ha noi,HN
8085,None,dai kim,hoang mai,ha noi,HN
8086,None,dinh cong,hoang mai,ha noi,HN
8087,None,giap bat,hoang mai,ha noi,HN
8088,None,hoang liet,hoang mai,ha noi,HN
8089,None,hoang van thu,hoang mai,ha noi,HN
8090,None,linh nam,hoang mai,ha noi,HN
8091,None,mai dong,hoang mai,ha noi,HN
8092,None,tan mai,hoang mai,ha noi,HN
8093,None,thanh tri,hoang mai,ha noi,HN
8094,None,thinh liet,hoang mai,ha noi,HN
8095,None,tran phu,hoang mai,ha noi,HN
8096,None,tuong mai,hoang mai,ha noi,HN
8097,None,vinh hung,hoang mai,ha noi,HN
8098,None,yen so,hoang mai,ha noi,HN
8162,None,None,hoang mai,ha noi,HN
8163,duong 1,None,long bien,ha noi,HN
8164,duong 5,None,long bien,ha noi,HN
8165,ai mo,None,long bien,ha noi,HN
8166,anh dao,None,long bien,ha noi,HN
8167,anh dao 1,None,long bien,ha noi,HN
8168,anh dao 10,None,long bien,ha noi,HN
8169,anh dao 11,None,long bien,ha noi,HN
8170,anh dao 11-6,None,long bien,ha noi,HN
8171,anh dao 12,None,long bien,ha noi,HN
8172,anh dao 2,None,long bien,ha noi,HN
8173,anh dao 2-22,None,long bien,ha noi,HN
8174,anh dao 3,None,long bien,ha noi,HN
8175,anh dao 4,None,long bien,ha noi,HN
8176,anh dao 5,None,long bien,ha noi,HN
8177,anh dao 6,None,long bien,ha noi,HN
8178,anh dao 6-23,None,long bien,ha noi,HN
8179,anh dao 7,None,long bien,ha noi,HN
8180,anh dao 8,None,long bien,ha noi,HN
8181,anh dao 9,None,long bien,ha noi,HN
8182,bac bien,None,long bien,ha noi,HN
8183,bac cau,None,long bien,ha noi,HN
8184,bang lang,None,long bien,ha noi,HN
8185,bang lang 10,None,long bien,ha noi,HN
8186,bang lang 11,None,long bien,ha noi,HN
8187,bang lang 12,None,long bien,ha noi,HN
8188,bang lang 3,None,long bien,ha noi,HN
8189,bang lang 4,None,long bien,ha noi,HN
8190,bang lang 5,None,long bien,ha noi,HN
8191,bang lang 6,None,long bien,ha noi,HN
8192,bang lang 7,None,long bien,ha noi,HN
8193,bang lang 8,None,long bien,ha noi,HN
8194,bang lang 9,None,long bien,ha noi,HN
8195,bo de,None,long bien,ha noi,HN
8197,buoi,None,long bien,ha noi,HN
8198,cau bay,None,long bien,ha noi,HN
8199,co linh,None,long bien,ha noi,HN
8200,cong hoa,None,long bien,ha noi,HN
8201,cong nghiep 1,None,long bien,ha noi,HN
8202,cong nghiep 2,None,long bien,ha noi,HN
8203,cong nghiep 3,None,long bien,ha noi,HN
8204,cong nghiep 4,None,long bien,ha noi,HN
8205,cong nghiep 8,None,long bien,ha noi,HN
8206,dang vu hy,None,long bien,ha noi,HN
8207,doan khue,None,long bien,ha noi,HN
8208,doc lap,None,long bien,ha noi,HN
8209,duc giang,None,long bien,ha noi,HN
8210,gia quat,None,long bien,ha noi,HN
8211,gia thuong,None,long bien,ha noi,HN
8212,gia thuy,None,long bien,ha noi,HN
8213,hoa hong,None,long bien,ha noi,HN
8214,hoa lam,None,long bien,ha noi,HN
8215,hoa lan,None,long bien,ha noi,HN
8216,hoa lan 1,None,long bien,ha noi,HN
8217,hoa lan 2,None,long bien,ha noi,HN
8218,hoa lan 3,None,long bien,ha noi,HN
8219,hoa lan 4,None,long bien,ha noi,HN
8220,hoa lan 5,None,long bien,ha noi,HN
8221,hoa lan 5-26,None,long bien,ha noi,HN
8222,hoa lan 5-27,None,long bien,ha noi,HN
8223,hoa lan 6,None,long bien,ha noi,HN
8224,hoa lan 7,None,long bien,ha noi,HN
8225,hoa lan 8,None,long bien,ha noi,HN
8226,hoa phuong,None,long bien,ha noi,HN
8227,hoa phuong 1,None,long bien,ha noi,HN
8228,hoa phuong 1-42,None,long bien,ha noi,HN
8229,hoa phuong 2,None,long bien,ha noi,HN
8230,hoa phuong 3,None,long bien,ha noi,HN
8231,hoa phuong 4,None,long bien,ha noi,HN
8232,hoa phuong 5,None,long bien,ha noi,HN
8233,hoa phuong 6,None,long bien,ha noi,HN
8234,hoa phuong 7,None,long bien,ha noi,HN
8235,hoa phuong 8,None,long bien,ha noi,HN
8236,hoa sua,None,long bien,ha noi,HN
8237,hoa sua 1,None,long bien,ha noi,HN
8238,hoa sua 10,None,long bien,ha noi,HN
8239,hoa sua 11,None,long bien,ha noi,HN
8240,hoa sua 2,None,long bien,ha noi,HN
8241,hoa sua 3,None,long bien,ha noi,HN
8242,hoa sua 4,None,long bien,ha noi,HN
8243,hoa sua 5,None,long bien,ha noi,HN
8244,hoa sua 6,None,long bien,ha noi,HN
8245,hoa sua 7,None,long bien,ha noi,HN
8246,hoa sua 8,None,long bien,ha noi,HN
8247,hoa sua 9,None,long bien,ha noi,HN
8248,hoang nhu tiep,None,long bien,ha noi,HN
8249,hong ha,None,long bien,ha noi,HN
8250,huynh tan phat,None,long bien,ha noi,HN
8251,huynh van nghe,None,long bien,ha noi,HN
8252,ke tanh,None,long bien,ha noi,HN
8253,kim quan,None,long bien,ha noi,HN
8254,lam du,None,long bien,ha noi,HN
8255,lam ha,None,long bien,ha noi,HN
8256,le mat,None,long bien,ha noi,HN
8257,lieu giai,None,long bien,ha noi,HN
8258,long bien,None,long bien,ha noi,HN
8259,long bien 1,None,long bien,ha noi,HN
8260,long bien 2,None,long bien,ha noi,HN
8261,luu khanh dam,None,long bien,ha noi,HN
8262,mai phuc,None,long bien,ha noi,HN
8263,nam duong,None,long bien,ha noi,HN
8264,ngo gia kham,None,long bien,ha noi,HN
8265,ngo gia tu,None,long bien,ha noi,HN
8266,ngo tram,None,long bien,ha noi,HN
8267,ngoc lam,None,long bien,ha noi,HN
8268,ngoc thuy,None,long bien,ha noi,HN
8269,ngoc tri,None,long bien,ha noi,HN
8270,nguyen cao luyen,None,long bien,ha noi,HN
8271,nguyen duc thuan,None,long bien,ha noi,HN
8272,nguyen gia thieu,None,long bien,ha noi,HN
8273,nguyen son,None,long bien,ha noi,HN
8274,nguyen tu luc,None,long bien,ha noi,HN
8275,nguyen van cu,None,long bien,ha noi,HN
8276,nguyen van huong,None,long bien,ha noi,HN
8277,nguyen van linh,None,long bien,ha noi,HN
8278,nhat,None,long bien,ha noi,HN
8279,o cach,None,long bien,ha noi,HN
8280,pho nha,None,long bien,ha noi,HN
8281,pho tram,None,long bien,ha noi,HN
8282,phu vien,None,long bien,ha noi,HN
8283,phuc dong,None,long bien,ha noi,HN
8284,quoc lo 5,None,long bien,ha noi,HN
8285,sai dong,None,long bien,ha noi,HN
8286,tan thuy,None,long bien,ha noi,HN
8287,thach ban,None,long bien,ha noi,HN
8288,thach cau,None,long bien,ha noi,HN
8289,thanh am,None,long bien,ha noi,HN
8290,thep moi,None,long bien,ha noi,HN
8291,thong nhat,None,long bien,ha noi,HN
8292,thuong cat,None,long bien,ha noi,HN
8293,thuong dong,None,long bien,ha noi,HN
8294,thuong thanh,None,long bien,ha noi,HN
8295,thuy khuye,None,long bien,ha noi,HN
8296,tinh quang,None,long bien,ha noi,HN
8297,trung ha,None,long bien,ha noi,HN
8298,truong lam,None,long bien,ha noi,HN
8299,truong thanh,None,long bien,ha noi,HN
8300,tu dinh,None,long bien,ha noi,HN
8301,van hanh,None,long bien,ha noi,HN
8302,viet hung,None,long bien,ha noi,HN
8303,vu xuan thieu,None,long bien,ha noi,HN
8304,xom lo,None,long bien,ha noi,HN
8305,xuan do,None,long bien,ha noi,HN
8306,None,bo de,long bien,ha noi,HN
8307,None,cu khoi,long bien,ha noi,HN
8308,None,duc giang,long bien,ha noi,HN
8309,None,gia thuy,long bien,ha noi,HN
8310,None,giang bien,long bien,ha noi,HN
8311,None,long bien,long bien,ha noi,HN
8312,None,ngoc lam,long bien,ha noi,HN
8313,None,ngoc thuy,long bien,ha noi,HN
8314,None,phuc dong,long bien,ha noi,HN
8315,None,phuc loi,long bien,ha noi,HN
8316,None,sai dong,long bien,ha noi,HN
8317,None,thach ban,long bien,ha noi,HN
8318,None,thuong thanh,long bien,ha noi,HN
8319,None,viet hung,long bien,ha noi,HN
8352,None,None,long bien,ha noi,HN
8353,duong 23,None,me linh,ha noi,HN
8354,duong 23b,None,me linh,ha noi,HN
8355,duong 353,None,me linh,ha noi,HN
8356,bac thang long,None,me linh,ha noi,HN
8357,bao viet,None,me linh,ha noi,HN
8358,cao toc thang long noi bai,None,me linh,ha noi,HN
8359,cay xoai,None,me linh,ha noi,HN
8360,dan sinh,None,me linh,ha noi,HN
8361,ha phong,None,me linh,ha noi,HN
8362,hoa bang lang,None,me linh,ha noi,HN
8363,hoa diep vang,None,me linh,ha noi,HN
8364,hoa ngoc lan,None,me linh,ha noi,HN
8365,hoa phuong vi,None,me linh,ha noi,HN
8366,long viet,None,me linh,ha noi,HN
8367,pho yen,None,me linh,ha noi,HN
8368,quang minh,None,me linh,ha noi,HN
8369,quoc lo 23,None,me linh,ha noi,HN
8370,quoc lo 23b,None,me linh,ha noi,HN
8371,quoc lo 308,None,me linh,ha noi,HN
8372,tinh lo 301,None,me linh,ha noi,HN
8373,tinh lo 312,None,me linh,ha noi,HN
8374,trung son tram,None,me linh,ha noi,HN
8375,vanh dai 4,None,me linh,ha noi,HN
8376,vo van kiet,None,me linh,ha noi,HN
8377,yen nhan,None,me linh,ha noi,HN
8378,None,chi dong,me linh,ha noi,HN
