id,street,ward,district,city,code
31441,None,phường 10,sóc trăng,sóc trăng,ST
31442,None,phường 2,sóc trăng,sóc trăng,ST
31443,None,phường 3,sóc trăng,sóc trăng,ST
31444,None,phường 4,sóc trăng,sóc trăng,ST
31445,None,phường 5,sóc trăng,sóc trăng,ST
31446,None,phường 6,sóc trăng,sóc trăng,ST
31447,None,phường 7,sóc trăng,sóc trăng,ST
31448,None,phường 8,sóc trăng,sóc trăng,ST
31449,None,phường 9,sóc trăng,sóc trăng,ST
31450,None,phú tân,sóc trăng,sóc trăng,ST
31451,đường 1,None,thạnh trị,sóc trăng,ST
31452,đường 1/5,None,thạnh trị,sóc trăng,ST
31453,đường 14/9,None,thạnh trị,sóc trăng,ST
31454,đường 2,None,thạnh trị,sóc trăng,ST
31455,đường 3,None,thạnh trị,sóc trăng,ST
31456,đường 30/4,None,thạnh trị,sóc trăng,ST
31457,đường 4,None,thạnh trị,sóc trăng,ST
31458,đường 42,None,thạnh trị,sóc trăng,ST
31459,đường 5,None,thạnh trị,sóc trăng,ST
31460,cách mạng tháng tám,None,thạnh trị,sóc trăng,ST
31461,điện biên phủ,None,thạnh trị,sóc trăng,ST
31462,kinh giồng chùa,None,thạnh trị,sóc trăng,ST
31463,kinh ngay,None,thạnh trị,sóc trăng,ST
31464,lý thường kiệt,None,thạnh trị,sóc trăng,ST
31465,ngô quyền,None,thạnh trị,sóc trăng,ST
31466,nguyễn huệ,None,thạnh trị,sóc trăng,ST
31467,nguyễn trung trực,None,thạnh trị,sóc trăng,ST
31468,nguyễn văn trỗi,None,thạnh trị,sóc trăng,ST
31469,quốc lộ 1a,None,thạnh trị,sóc trăng,ST
31470,rẫy mới,None,thạnh trị,sóc trăng,ST
31471,tỉnh lộ 937,None,thạnh trị,sóc trăng,ST
31472,tỉnh lộ 937b,None,thạnh trị,sóc trăng,ST
31473,tỉnh lộ 940,None,thạnh trị,sóc trăng,ST
31474,trần phú,None,thạnh trị,sóc trăng,ST
31475,trần văn bảy,None,thạnh trị,sóc trăng,ST
31476,văn ngọc chính,None,thạnh trị,sóc trăng,ST
31477,None,châu hưng,thạnh trị,sóc trăng,ST
31478,None,hưng lợi,thạnh trị,sóc trăng,ST
31479,None,lâm kiết,thạnh trị,sóc trăng,ST
31480,None,lâm tân,thạnh trị,sóc trăng,ST
31481,None,phú lộc,thạnh trị,sóc trăng,ST
31482,None,thạnh tân,thạnh trị,sóc trăng,ST
31483,None,thạnh trị,thạnh trị,sóc trăng,ST
31484,None,tuân tức,thạnh trị,sóc trăng,ST
31485,None,vĩnh lợi,thạnh trị,sóc trăng,ST
31486,None,vĩnh thành,thạnh trị,sóc trăng,ST
31487,đường 19/5,None,trần đề,sóc trăng,ST
31488,đường 30/4,None,trần đề,sóc trăng,ST
31489,đường 9,None,trần đề,sóc trăng,ST
31490,đường 936b,None,trần đề,sóc trăng,ST
31491,dal,None,trần đề,sóc trăng,ST
31492,dal 22/12,None,trần đề,sóc trăng,ST
31493,dal 27/7,None,trần đề,sóc trăng,ST
31494,nam sông hậu,None,trần đề,sóc trăng,ST
31495,ngan rô,None,trần đề,sóc trăng,ST
31496,tỉnh lộ 934,None,trần đề,sóc trăng,ST
31497,None,đại ân,trần đề,sóc trăng,ST
31498,None,đại ân 2,trần đề,sóc trăng,ST
31499,None,liêu tú,trần đề,sóc trăng,ST
31500,None,tài văn,trần đề,sóc trăng,ST
31501,None,thạnh thới an,trần đề,sóc trăng,ST
31502,None,thạnh thới thuận,trần đề,sóc trăng,ST
31503,None,thị trấn lịch hội thượng,trần đề,sóc trăng,ST
31504,None,trần đề,trần đề,sóc trăng,ST
31505,None,trung bình,trần đề,sóc trăng,ST
31506,None,viên an,trần đề,sóc trăng,ST
31507,None,viên bình,trần đề,sóc trăng,ST
31508,None,xã lịch hội thượng,trần đề,sóc trăng,ST
31509,đường 10,None,vĩnh châu,sóc trăng,ST
31510,đường 11,None,vĩnh châu,sóc trăng,ST
31511,đường 12,None,vĩnh châu,sóc trăng,ST
31512,đường 30/4,None,vĩnh châu,sóc trăng,ST
31513,đường 31,None,vĩnh châu,sóc trăng,ST
31514,đường 4,None,vĩnh châu,sóc trăng,ST
31515,bà len,None,vĩnh châu,sóc trăng,ST
31516,bùi thị xuân,None,vĩnh châu,sóc trăng,ST
31517,ca lạc đại bái,None,vĩnh châu,sóc trăng,ST
31518,đai trị,None,vĩnh châu,sóc trăng,ST
31519,đal cảng buối,None,vĩnh châu,sóc trăng,ST
31520,đal tà bôn,None,vĩnh châu,sóc trăng,ST
31521,đal xung thum a,None,vĩnh châu,sóc trăng,ST
31522,đề thám,None,vĩnh châu,sóc trăng,ST
31523,đinh tiên hoàng,None,vĩnh châu,sóc trăng,ST
31524,dol chêl,None,vĩnh châu,sóc trăng,ST
31525,đồng khởi,None,vĩnh châu,sóc trăng,ST
31526,giồng giữa,None,vĩnh châu,sóc trăng,ST
31527,huyện lộ 111,None,vĩnh châu,sóc trăng,ST
31528,lê hồng phong,None,vĩnh châu,sóc trăng,ST
31529,lê lai,None,vĩnh châu,sóc trăng,ST
31530,lê lợi,None,vĩnh châu,sóc trăng,ST
31531,lý thường kiệt,None,vĩnh châu,sóc trăng,ST
31532,mậu thân,None,vĩnh châu,sóc trăng,ST
31533,nam sông hậu,None,vĩnh châu,sóc trăng,ST
31534,nguyễn huệ,None,vĩnh châu,sóc trăng,ST
31535,nguyễn thị minh khai,None,vĩnh châu,sóc trăng,ST
31536,nguyễn trãi,None,vĩnh châu,sóc trăng,ST
31537,phan thanh giản,None,vĩnh châu,sóc trăng,ST
31538,phước tân,None,vĩnh châu,sóc trăng,ST
31539,prey chop,None,vĩnh châu,sóc trăng,ST
31540,tà lét,None,vĩnh châu,sóc trăng,ST
31541,thanh niên,None,vĩnh châu,sóc trăng,ST
31542,tỉnh lộ 935,None,vĩnh châu,sóc trăng,ST
31543,trần hưng đạo,None,vĩnh châu,sóc trăng,ST
31544,trưng nhị,None,vĩnh châu,sóc trăng,ST
31545,trưng trắc,None,vĩnh châu,sóc trăng,ST
31546,từng dù,None,vĩnh châu,sóc trăng,ST
31547,vĩnh bình,None,vĩnh châu,sóc trăng,ST
31548,vĩnh thành,None,vĩnh châu,sóc trăng,ST
31549,xẻo me,None,vĩnh châu,sóc trăng,ST
31550,None,phường 1,vĩnh châu,sóc trăng,ST
31551,None,phường 2,vĩnh châu,sóc trăng,ST
31552,None,hòa đông,vĩnh châu,sóc trăng,ST
31553,None,khánh hòa,vĩnh châu,sóc trăng,ST
31554,None,lạc hòa,vĩnh châu,sóc trăng,ST
31555,None,lai hòa,vĩnh châu,sóc trăng,ST
31556,None,vĩnh hải,vĩnh châu,sóc trăng,ST
31557,None,vĩnh hiệp,vĩnh châu,sóc trăng,ST
31558,None,vĩnh phước,vĩnh châu,sóc trăng,ST
31559,None,vĩnh tân,vĩnh châu,sóc trăng,ST
31560,đường 112,None,bắc yên,sơn la,SL
31561,đường 113363,None,bắc yên,sơn la,SL
31562,đường 37,None,bắc yên,sơn la,SL
31563,hà nhân nghĩa,None,bắc yên,sơn la,SL
31564,phạm ngũ lão,None,bắc yên,sơn la,SL
31565,None,bắc yên,bắc yên,sơn la,SL
31566,None,chiềng sại,bắc yên,sơn la,SL
31567,None,chim vàn,bắc yên,sơn la,SL
31568,None,hang chú,bắc yên,sơn la,SL
31569,None,háng đồng,bắc yên,sơn la,SL
31570,None,hồng ngài,bắc yên,sơn la,SL
31571,None,hua nhàn,bắc yên,sơn la,SL
31572,None,làng chếu,bắc yên,sơn la,SL
31573,None,mường khoa,bắc yên,sơn la,SL
31574,None,pắc ngà,bắc yên,sơn la,SL
31575,None,phiêng ban,bắc yên,sơn la,SL
31576,None,phiêng côn,bắc yên,sơn la,SL
31577,None,song pe,bắc yên,sơn la,SL
31578,None,tạ khoa,bắc yên,sơn la,SL
31579,None,tà xùa,bắc yên,sơn la,SL
31580,None,xím vàng,bắc yên,sơn la,SL
31581,đường 6,None,mai sơn,sơn la,SL
31582,chiềng ngần - mường bằng,None,mai sơn,sơn la,SL
31583,quốc lộ 4g,None,mai sơn,sơn la,SL
31584,tỉnh lộ 103,None,mai sơn,sơn la,SL
31585,tỉnh lộ 104,None,mai sơn,sơn la,SL
31586,None,chiềng ban,mai sơn,sơn la,SL
31587,None,chiềng chăn,mai sơn,sơn la,SL
31588,None,chiềng chung,mai sơn,sơn la,SL
31589,None,chiềng dong,mai sơn,sơn la,SL
31590,None,chiềng kheo,mai sơn,sơn la,SL
31591,None,chiềng lương,mai sơn,sơn la,SL
31592,None,chiềng mai,mai sơn,sơn la,SL
31593,None,chiềng mung,mai sơn,sơn la,SL
31594,None,chiềng nơi,mai sơn,sơn la,SL
31595,None,chiềng sung,mai sơn,sơn la,SL
31596,None,chiềng ve,mai sơn,sơn la,SL
31597,None,cò nòi,mai sơn,sơn la,SL
31598,None,mường bằng,mai sơn,sơn la,SL
31599,None,mường bon,mai sơn,sơn la,SL
31600,None,mường tranh,mai sơn,sơn la,SL
31601,None,nà bó,mai sơn,sơn la,SL
31602,None,nà ớt,mai sơn,sơn la,SL
31603,None,phiêng cằm,mai sơn,sơn la,SL
31604,None,phiêng pằn,mai sơn,sơn la,SL
31605,None,tà hộc,mai sơn,sơn la,SL
31606,None,thị trấn hát lót,mai sơn,sơn la,SL
31607,None,xã hát lót,mai sơn,sơn la,SL
31608,đường 37,None,mộc châu,sơn la,SL
31609,đường 43,None,mộc châu,sơn la,SL
31610,đường 6,None,mộc châu,sơn la,SL
31611,None,chiềng hắc,mộc châu,sơn la,SL
31612,None,chiềng khừa,mộc châu,sơn la,SL
31613,None,chiềng sơn,mộc châu,sơn la,SL
31614,None,đông sang,mộc châu,sơn la,SL
31615,None,hua păng,mộc châu,sơn la,SL
31616,None,lóng sập,mộc châu,sơn la,SL
31617,None,mộc châu,mộc châu,sơn la,SL
31618,None,mường sang,mộc châu,sơn la,SL
31619,None,nà mường,mộc châu,sơn la,SL
31620,None,nông trường mộc châu,mộc châu,sơn la,SL
31621,None,phiêng luông,mộc châu,sơn la,SL
31622,None,quy hướng,mộc châu,sơn la,SL
31623,None,tà lại,mộc châu,sơn la,SL
31624,None,tân hợp,mộc châu,sơn la,SL
31625,None,tân lập,mộc châu,sơn la,SL
31626,ít ong,None,mường la,sơn la,SL
31627,lê duẩn,None,mường la,sơn la,SL
31628,lê thanh nghị,None,mường la,sơn la,SL
31629,lê trọng tấn,None,mường la,sơn la,SL
31630,lò văn giá,None,mường la,sơn la,SL
31631,nguyễn chí thanh,None,mường la,sơn la,SL
31632,quốc lộ 106,None,mường la,sơn la,SL
31633,trần huy liệu,None,mường la,sơn la,SL
31634,None,chiềng ân,mường la,sơn la,SL
31635,None,chiềng công,mường la,sơn la,SL
31636,None,chiềng hoa,mường la,sơn la,SL
31637,None,chiềng lao,mường la,sơn la,SL
31638,None,chiềng muôn,mường la,sơn la,SL
31639,None,chiềng san,mường la,sơn la,SL
31640,None,hua trai,mường la,sơn la,SL
31641,None,ít ong,mường la,sơn la,SL
31642,None,mường bú,mường la,sơn la,SL
31643,None,mường chùm,mường la,sơn la,SL
31644,None,mường trai,mường la,sơn la,SL
31645,None,nậm giôn,mường la,sơn la,SL
31646,None,nậm păm,mường la,sơn la,SL
31647,None,ngọc chiến,mường la,sơn la,SL
31648,None,pi toong,mường la,sơn la,SL
31649,None,tạ bú,mường la,sơn la,SL
31650,đường 37,None,phù yên,sơn la,SL
31651,đường 43,None,phù yên,sơn la,SL
31652,quốc lộ 32b,None,phù yên,sơn la,SL
31653,None,bắc phong,phù yên,sơn la,SL
31654,None,đá đỏ,phù yên,sơn la,SL
31655,None,gia phù,phù yên,sơn la,SL
31656,None,huy bắc,phù yên,sơn la,SL
31657,None,huy hạ,phù yên,sơn la,SL
31658,None,huy tân,phù yên,sơn la,SL
31659,None,huy thượng,phù yên,sơn la,SL
31660,None,huy tường,phù yên,sơn la,SL
31661,None,kim bon,phù yên,sơn la,SL
31662,None,mường bang,phù yên,sơn la,SL
31663,None,mường cơi,phù yên,sơn la,SL
31664,None,mường do,phù yên,sơn la,SL
31665,None,mường lang,phù yên,sơn la,SL
31666,None,mường thải,phù yên,sơn la,SL
31667,None,nam phong,phù yên,sơn la,SL
31668,None,phù yên,phù yên,sơn la,SL
31669,None,quang huy,phù yên,sơn la,SL
31670,None,sập sa,phù yên,sơn la,SL
31671,None,suối bau,phù yên,sơn la,SL
31672,None,suối tọ,phù yên,sơn la,SL
31673,None,tân lang,phù yên,sơn la,SL
31674,None,tân phong,phù yên,sơn la,SL
31675,None,tường hạ,phù yên,sơn la,SL
31676,None,tường phong,phù yên,sơn la,SL
31677,None,tường phù,phù yên,sơn la,SL
31678,None,tường thượng,phù yên,sơn la,SL
31679,None,tường tiến,phù yên,sơn la,SL
31680,quốc lộ 279,None,quỳnh nhai,sơn la,SL
31681,tỉnh lộ 107,None,quỳnh nhai,sơn la,SL
31682,None,cà nàng,quỳnh nhai,sơn la,SL
31683,None,chiềng bằng,quỳnh nhai,sơn la,SL
31684,None,chiềng khay,quỳnh nhai,sơn la,SL
31685,None,chiềng khoang,quỳnh nhai,sơn la,SL
31686,None,chiềng ơn,quỳnh nhai,sơn la,SL
31687,None,mường chiên,quỳnh nhai,sơn la,SL
31688,None,mường giàng,quỳnh nhai,sơn la,SL
31689,None,mường giôn,quỳnh nhai,sơn la,SL
31690,None,mường sại,quỳnh nhai,sơn la,SL
31691,None,nậm ét,quỳnh nhai,sơn la,SL
31692,None,pá ma pha khinh,quỳnh nhai,sơn la,SL
31693,đường 3/2,None,sơn la,sơn la,SL
31694,bàn cờ,None,sơn la,sơn la,SL
31695,cách mạng tháng tám,None,sơn la,sơn la,SL
31696,chiềng sinh,None,sơn la,sơn la,SL
31697,chu văn an,None,sơn la,sơn la,SL
31698,chu văn thịnh,None,sơn la,sơn la,SL
31699,điện biên,None,sơn la,sơn la,SL
31700,giảng lắc,None,sơn la,sơn la,SL
31701,hoàng quốc việt,None,sơn la,sơn la,SL
31702,hoàng văn thụ,None,sơn la,sơn la,SL
31703,hùng vương,None,sơn la,sơn la,SL
31704,huổi hin,None,sơn la,sơn la,SL
31705,khẩu cả,None,sơn la,sơn la,SL
31706,lê duẩn,None,sơn la,sơn la,SL
31707,lê đức thọ,None,sơn la,sơn la,SL
31708,lê lợi,None,sơn la,sơn la,SL
31709,lê quý đôn,None,sơn la,sơn la,SL
31710,lê thái tông,None,sơn la,sơn la,SL
31711,lê thanh nghị,None,sơn la,sơn la,SL
31712,lê trọng tấn,None,sơn la,sơn la,SL
31713,lò văn giá,None,sơn la,sơn la,SL
31714,lý tự trọng,None,sơn la,sơn la,SL
31715,mai đắc bân,None,sơn la,sơn la,SL
31716,ngô gia khảm,None,sơn la,sơn la,SL
31717,ngô quyền,None,sơn la,sơn la,SL
31718,nguyễn chí thanh,None,sơn la,sơn la,SL
31719,nguyễn lương bằng,None,sơn la,sơn la,SL
31720,nguyễn thị minh khai,None,sơn la,sơn la,SL
31721,nguyễn trãi,None,sơn la,sơn la,SL
31722,nguyễn văn linh,None,sơn la,sơn la,SL
31723,quốc lộ 4g,None,sơn la,sơn la,SL
31724,số 18,None,sơn la,sơn la,SL
31725,thanh niên,None,sơn la,sơn la,SL
31726,tô hiệu,None,sơn la,sơn la,SL
31727,trần đăng ninh,None,sơn la,sơn la,SL
31728,trường chinh,None,sơn la,sơn la,SL
31729,trường lề,None,sơn la,sơn la,SL
31730,trường sơn tây,None,sơn la,sơn la,SL
31731,văn tiến dũng,None,sơn la,sơn la,SL
31732,xuân thủy,None,sơn la,sơn la,SL
31733,None,chiềng an,sơn la,sơn la,SL
31734,None,chiềng cọ,sơn la,sơn la,SL
31735,None,chiềng cơi,sơn la,sơn la,SL
31736,None,chiềng đen,sơn la,sơn la,SL
31737,None,chiềng lề,sơn la,sơn la,SL
31738,None,chiềng ngần,sơn la,sơn la,SL
31739,None,chiềng sinh,sơn la,sơn la,SL
31740,None,chiềng xôm,sơn la,sơn la,SL
31741,None,hua la,sơn la,sơn la,SL
31742,None,quyết tâm,sơn la,sơn la,SL
31743,None,quyết thắng,sơn la,sơn la,SL
31744,None,tô hiệu,sơn la,sơn la,SL
31745,đường 19/5,None,sông mã,sơn la,SL
31746,đường 29,None,sông mã,sơn la,SL
31747,đường 8/3,None,sông mã,sơn la,SL
31748,biên hòa,None,sông mã,sơn la,SL
31749,cách mạng tháng tám,None,sông mã,sơn la,SL
31750,hồ xuân hương,None,sông mã,sơn la,SL
31751,hoàng công chất,None,sông mã,sơn la,SL
31752,hoàng văn thụ,None,sông mã,sơn la,SL
31753,lê hồng phong,None,sông mã,sơn la,SL
31754,lê văn tâm,None,sông mã,sơn la,SL
31755,lò văn giá,None,sông mã,sơn la,SL
31756,nguễn thái học,None,sông mã,sơn la,SL
31757,nguyễn đình chiểu,None,sông mã,sơn la,SL
31758,thanh niên,None,sông mã,sơn la,SL
31759,võ thị sáu,None,sông mã,sơn la,SL
31760,None,bó sinh,sông mã,sơn la,SL
31761,None,chiềng cang,sông mã,sơn la,SL
31762,None,chiềng en,sông mã,sơn la,SL
31763,None,chiềng khoong,sông mã,sơn la,SL
31764,None,chiềng khương,sông mã,sơn la,SL
31765,None,chiềng phung,sông mã,sơn la,SL
31766,None,chiềng sơ,sông mã,sơn la,SL
31767,None,đứa mòn,sông mã,sơn la,SL
31768,None,huổi một,sông mã,sơn la,SL
31769,None,mường cai,sông mã,sơn la,SL
31770,None,mường hung,sông mã,sơn la,SL
31771,None,mường lầm,sông mã,sơn la,SL
31772,None,mường sai,sông mã,sơn la,SL
31773,None,nà nghịu,sông mã,sơn la,SL
31774,None,nậm mằn,sông mã,sơn la,SL
31775,None,nậm ty,sông mã,sơn la,SL
31776,None,pú pẩu,sông mã,sơn la,SL
31777,None,sông mã,sông mã,sơn la,SL
31778,None,yên hưng,sông mã,sơn la,SL
31779,tỉnh lộ 105,None,sốp cộp,sơn la,SL
31780,None,dồm cang,sốp cộp,sơn la,SL
31781,None,mường lạn,sốp cộp,sơn la,SL
31782,None,mường lèo,sốp cộp,sơn la,SL
31783,None,mường và,sốp cộp,sơn la,SL
31784,None,nậm lạnh,sốp cộp,sơn la,SL
31785,None,púng bánh,sốp cộp,sơn la,SL
31786,None,sam kha,sốp cộp,sơn la,SL
31787,None,sốp cộp,sốp cộp,sơn la,SL
31788,đường 6,None,thuận châu,sơn la,SL
31789,thanh niên,None,thuận châu,sơn la,SL
31790,tỉnh lộ 107,None,thuận châu,sơn la,SL
31791,None,bản lầm,thuận châu,sơn la,SL
31792,None,bó mười,thuận châu,sơn la,SL
31793,None,bon phặng,thuận châu,sơn la,SL
31794,None,chiềng bôm,thuận châu,sơn la,SL
31795,None,chiềng la,thuận châu,sơn la,SL
31796,None,chiềng ly,thuận châu,sơn la,SL
31797,None,chiềng ngàm,thuận châu,sơn la,SL
31798,None,chiềng pấc,thuận châu,sơn la,SL
31799,None,chiềng pha,thuận châu,sơn la,SL
31800,None,co mạ,thuận châu,sơn la,SL
31801,None,co tòng,thuận châu,sơn la,SL
31802,None,é tòng,thuận châu,sơn la,SL
31803,None,liệp tè,thuận châu,sơn la,SL
31804,None,long hẹ,thuận châu,sơn la,SL
31805,None,muổi nọi,thuận châu,sơn la,SL
31806,None,mường bám,thuận châu,sơn la,SL
31807,None,mường é,thuận châu,sơn la,SL
31808,None,mường khiêng,thuận châu,sơn la,SL
31809,None,nậm lầu,thuận châu,sơn la,SL
31810,None,nong lay,thuận châu,sơn la,SL
31811,None,pá lông,thuận châu,sơn la,SL
31812,None,phổng lái,thuận châu,sơn la,SL
31813,None,phổng lăng,thuận châu,sơn la,SL
31814,None,phỏng lập,thuận châu,sơn la,SL
31815,None,púng tra,thuận châu,sơn la,SL
31816,None,thôm mòn,thuận châu,sơn la,SL
31817,None,thuận châu,thuận châu,sơn la,SL
31818,None,tông cọ,thuận châu,sơn la,SL
31819,None,tông lệnh,thuận châu,sơn la,SL
31820,None,chiềng khoa,vân hồ,sơn la,SL
31821,None,chiềng xuân,vân hồ,sơn la,SL
31822,None,chiềng yên,vân hồ,sơn la,SL
31823,None,liên hòa,vân hồ,sơn la,SL
31824,None,lóng luông,vân hồ,sơn la,SL
31825,None,mường men,vân hồ,sơn la,SL
31826,None,mường tè,vân hồ,sơn la,SL
31827,None,quang minh,vân hồ,sơn la,SL
31828,None,song khủa,vân hồ,sơn la,SL
31829,None,suối bảng,vân hồ,sơn la,SL
31830,None,tân xuân,vân hồ,sơn la,SL
31831,None,tô múa,vân hồ,sơn la,SL
31832,None,vân hồ,vân hồ,sơn la,SL
31833,None,xuân nha,vân hồ,sơn la,SL
31834,đường 6,None,yên châu,sơn la,SL
31835,tỉnh lộ 103,None,yên châu,sơn la,SL
31836,tỉnh lộ 104,None,yên châu,sơn la,SL
31837,None,chiềng đông,yên châu,sơn la,SL
31838,None,chiềng hặc,yên châu,sơn la,SL
31839,None,chiềng khoi,yên châu,sơn la,SL
31840,None,chiềng on,yên châu,sơn la,SL
31841,None,chiềng pằn,yên châu,sơn la,SL
31842,None,chiềng sàng,yên châu,sơn la,SL
31843,None,chiềng tương,yên châu,sơn la,SL
31844,None,lóng phiêng,yên châu,sơn la,SL
31845,None,mường lựm,yên châu,sơn la,SL
31846,None,phiêng khoài,yên châu,sơn la,SL
31847,None,sập vạt,yên châu,sơn la,SL
31848,None,tú nang,yên châu,sơn la,SL
31849,None,viêng lán,yên châu,sơn la,SL
31850,None,yên châu,yên châu,sơn la,SL
31851,None,yên sơn,yên châu,sơn la,SL
31852,bao thị trấn,None,bến cầu,tây ninh,TNI
31853,đặng văn sơn,None,bến cầu,tây ninh,TNI
31854,nguyễn trung trực,None,bến cầu,tây ninh,TNI
31855,nguyễn văn độ,None,bến cầu,tây ninh,TNI
31856,quốc lộ 22,None,bến cầu,tây ninh,TNI
31857,tỉnh lộ 786,None,bến cầu,tây ninh,TNI
31858,None,an thạnh,bến cầu,tây ninh,TNI
31859,None,bến cầu,bến cầu,tây ninh,TNI
31860,None,lợi thuận,bến cầu,tây ninh,TNI
31861,None,long chữ,bến cầu,tây ninh,TNI
31862,None,long giang,bến cầu,tây ninh,TNI
31863,None,long khánh,bến cầu,tây ninh,TNI
31864,None,long phước,bến cầu,tây ninh,TNI
31865,None,long thuận,bến cầu,tây ninh,TNI
31866,None,tiên thuận,bến cầu,tây ninh,TNI
31867,đường 1,None,châu thành,tây ninh,TNI
31868,đường 781,None,châu thành,tây ninh,TNI
31869,đường 786,None,châu thành,tây ninh,TNI
31870,cầu gò chai,None,châu thành,tây ninh,TNI
31871,đồng khởi,None,châu thành,tây ninh,TNI
31872,hoàng lê kha,None,châu thành,tây ninh,TNI
31873,phạm tung,None,châu thành,tây ninh,TNI
31874,quốc lộ 22,None,châu thành,tây ninh,TNI
31875,võ thị sáu,None,châu thành,tây ninh,TNI
31876,None,an bình,châu thành,tây ninh,TNI
31877,None,an cơ,châu thành,tây ninh,TNI
31878,None,biên giới,châu thành,tây ninh,TNI
31879,None,châu thành,châu thành,tây ninh,TNI
31880,None,đồng khởi,châu thành,tây ninh,TNI
31881,None,hảo đước,châu thành,tây ninh,TNI
31882,None,hòa hội,châu thành,tây ninh,TNI
31883,None,hòa thạnh,châu thành,tây ninh,TNI
31884,None,long vĩnh,châu thành,tây ninh,TNI
31885,None,ninh điền,châu thành,tây ninh,TNI
31886,None,phước vinh,châu thành,tây ninh,TNI
31887,None,thái bình,châu thành,tây ninh,TNI
31888,None,thanh điền,châu thành,tây ninh,TNI
31889,None,thành long,châu thành,tây ninh,TNI
31890,None,trí bình,châu thành,tây ninh,TNI
31891,đường 11,None,dương minh châu,tây ninh,TNI
31892,đường 13,None,dương minh châu,tây ninh,TNI
31893,đường 14,None,dương minh châu,tây ninh,TNI
31894,đường 16,None,dương minh châu,tây ninh,TNI
31895,đường 18,None,dương minh châu,tây ninh,TNI
31896,đường 27,None,dương minh châu,tây ninh,TNI
31897,đường 37,None,dương minh châu,tây ninh,TNI
31898,đường 39,None,dương minh châu,tây ninh,TNI
31899,đường 41,None,dương minh châu,tây ninh,TNI
31900,đường 6,None,dương minh châu,tây ninh,TNI
31901,đường 9,None,dương minh châu,tây ninh,TNI
31902,châu văn liêm,None,dương minh châu,tây ninh,TNI
31903,chu văn an,None,dương minh châu,tây ninh,TNI
31904,cù chính lan,None,dương minh châu,tây ninh,TNI
31905,đt 784,None,dương minh châu,tây ninh,TNI
31906,dương minh châu,None,dương minh châu,tây ninh,TNI
31907,kênh đông,None,dương minh châu,tây ninh,TNI
31908,ngô văn rạch,None,dương minh châu,tây ninh,TNI
31909,nguyễn bình,None,dương minh châu,tây ninh,TNI
31910,nguyễn chí thanh,None,dương minh châu,tây ninh,TNI
31911,phạm ngọc thảo,None,dương minh châu,tây ninh,TNI
31912,quốc lộ 784,None,dương minh châu,tây ninh,TNI
31913,suối bàu vuông,None,dương minh châu,tây ninh,TNI
31914,suối đá,None,dương minh châu,tây ninh,TNI
31915,tỉnh lộ 19,None,dương minh châu,tây ninh,TNI
31916,trịnh đình thảo,None,dương minh châu,tây ninh,TNI
31917,trường chinh,None,dương minh châu,tây ninh,TNI
31918,ung văn khiêm,None,dương minh châu,tây ninh,TNI
31919,None,bàu năng,dương minh châu,tây ninh,TNI
31920,None,bến củi,dương minh châu,tây ninh,TNI
31921,None,cầu khởi,dương minh châu,tây ninh,TNI
31922,None,chà là,dương minh châu,tây ninh,TNI
31923,None,dương minh châu,dương minh châu,tây ninh,TNI
31924,None,lộc ninh,dương minh châu,tây ninh,TNI
31925,None,phan,dương minh châu,tây ninh,TNI
31926,None,phước minh,dương minh châu,tây ninh,TNI
31927,None,phước ninh,dương minh châu,tây ninh,TNI
31928,None,suối đá,dương minh châu,tây ninh,TNI
31929,None,truông mít,dương minh châu,tây ninh,TNI
31930,đường 12,None,gò dầu,tây ninh,TNI
31931,đường 22b,None,gò dầu,tây ninh,TNI
31932,đường 782,None,gò dầu,tây ninh,TNI
31933,chi lăng,None,gò dầu,tây ninh,TNI
31934,dương văn nốt,None,gò dầu,tây ninh,TNI
31935,dương văn thưa,None,gò dầu,tây ninh,TNI
31936,giầy da,None,gò dầu,tây ninh,TNI
31937,hồ văn suối,None,gò dầu,tây ninh,TNI
31938,hùng vương,None,gò dầu,tây ninh,TNI
31939,hương lộ 1,None,gò dầu,tây ninh,TNI
31940,huỳnh thúc kháng,None,gò dầu,tây ninh,TNI
31941,lam sơn,None,gò dầu,tây ninh,TNI
31942,lê hồng phong,None,gò dầu,tây ninh,TNI
31943,lê trọng tấn,None,gò dầu,tây ninh,TNI
31944,lê văn thả,None,gò dầu,tây ninh,TNI
31945,lê văn thới,None,gò dầu,tây ninh,TNI
31946,minh châu,None,gò dầu,tây ninh,TNI
31947,nam kỳ khởi nghĩa,None,gò dầu,tây ninh,TNI
31948,nguyễn hữu thọ,None,gò dầu,tây ninh,TNI
31949,phạm hùng,None,gò dầu,tây ninh,TNI
31950,quang trung,None,gò dầu,tây ninh,TNI
31951,quốc lộ 22,None,gò dầu,tây ninh,TNI
31952,quốc lộ 22b,None,gò dầu,tây ninh,TNI
31953,trần quốc đại,None,gò dầu,tây ninh,TNI
31954,trần thị sanh,None,gò dầu,tây ninh,TNI
31955,trần văn thật,None,gò dầu,tây ninh,TNI
31956,trường chinh,None,gò dầu,tây ninh,TNI
31957,xuyên á,None,gò dầu,tây ninh,TNI
31958,None,bàu đồn,gò dầu,tây ninh,TNI
31959,None,cẩm giang,gò dầu,tây ninh,TNI
31960,None,gò dầu,gò dầu,tây ninh,TNI
31961,None,hiệp thạnh,gò dầu,tây ninh,TNI
31962,None,phước đông,gò dầu,tây ninh,TNI
