id,street,ward,district,city,code
0,đường 1,None,bình chánh,hồ chí minh,SG
1,đường 10,None,bình chánh,hồ chí minh,SG
2,đường 10a,None,bình chánh,hồ chí minh,SG
3,đường 10b,None,bình chánh,hồ chí minh,SG
4,đường 11,None,bình chánh,hồ chí minh,SG
5,đường 12,None,bình chánh,hồ chí minh,SG
6,đường 13,None,bình chánh,hồ chí minh,SG
7,đường 14,None,bình chánh,hồ chí minh,SG
8,đường 15,None,bình chánh,hồ chí minh,SG
9,đường 16,None,bình chánh,hồ chí minh,SG
10,đường 17,None,bình chánh,hồ chí minh,SG
11,đường 18,None,bình chánh,hồ chí minh,SG
12,đường 19,None,bình chánh,hồ chí minh,SG
13,đường 1a,None,bình chánh,hồ chí minh,SG
14,đường 1b,None,bình chánh,hồ chí minh,SG
15,đường 1e,None,bình chánh,hồ chí minh,SG
16,đường 2,None,bình chánh,hồ chí minh,SG
17,đường 21,None,bình chánh,hồ chí minh,SG
18,đường 22,None,bình chánh,hồ chí minh,SG
19,đường 234,None,bình chánh,hồ chí minh,SG
20,đường 24,None,bình chánh,hồ chí minh,SG
21,đường 26,None,bình chánh,hồ chí minh,SG
22,đường 27,None,bình chánh,hồ chí minh,SG
23,đường 2a,None,bình chánh,hồ chí minh,SG
24,đường 2b,None,bình chánh,hồ chí minh,SG
25,đường 3,None,bình chánh,hồ chí minh,SG
26,đường 33,None,bình chánh,hồ chí minh,SG
27,đường 3a,None,bình chánh,hồ chí minh,SG
28,đường 3b,None,bình chánh,hồ chí minh,SG
29,đường 4,None,bình chánh,hồ chí minh,SG
30,đường 47,None,bình chánh,hồ chí minh,SG
31,đường 4c,None,bình chánh,hồ chí minh,SG
32,đường 4e,None,bình chánh,hồ chí minh,SG
33,đường 5,None,bình chánh,hồ chí minh,SG
34,đường 50,None,bình chánh,hồ chí minh,SG
35,đường 51,None,bình chánh,hồ chí minh,SG
36,đường 5a,None,bình chánh,hồ chí minh,SG
37,đường 5b,None,bình chánh,hồ chí minh,SG
38,đường 5c,None,bình chánh,hồ chí minh,SG
39,đường 5d,None,bình chánh,hồ chí minh,SG
40,đường 6,None,bình chánh,hồ chí minh,SG
41,đường 6a,None,bình chánh,hồ chí minh,SG
42,đường 6b,None,bình chánh,hồ chí minh,SG
43,đường 6c,None,bình chánh,hồ chí minh,SG
44,đường 6d,None,bình chánh,hồ chí minh,SG
45,đường 6t,None,bình chánh,hồ chí minh,SG
46,đường 7,None,bình chánh,hồ chí minh,SG
47,đường 7 tấn,None,bình chánh,hồ chí minh,SG
48,đường 8,None,bình chánh,hồ chí minh,SG
49,đường 835b,None,bình chánh,hồ chí minh,SG
50,đường 8a,None,bình chánh,hồ chí minh,SG
51,đường 8b,None,bình chánh,hồ chí minh,SG
52,đường 8c,None,bình chánh,hồ chí minh,SG
53,đường 9,None,bình chánh,hồ chí minh,SG
54,đường 9a,None,bình chánh,hồ chí minh,SG
55,a1,None,bình chánh,hồ chí minh,SG
56,an hạ,None,bình chánh,hồ chí minh,SG
57,an phú đông 27,None,bình chánh,hồ chí minh,SG
58,an phú tây,None,bình chánh,hồ chí minh,SG
59,b10,None,bình chánh,hồ chí minh,SG
60,b6,None,bình chánh,hồ chí minh,SG
61,bà cả,None,bình chánh,hồ chí minh,SG
62,bà hom,None,bình chánh,hồ chí minh,SG
63,bà thau,None,bình chánh,hồ chí minh,SG
64,bà tỵ,None,bình chánh,hồ chí minh,SG
65,bến lội,None,bình chánh,hồ chí minh,SG
66,bình trường,None,bình chánh,hồ chí minh,SG
67,bờ huệ,None,bình chánh,hồ chí minh,SG
68,bờ kênh,None,bình chánh,hồ chí minh,SG
69,bờ nhà thờ,None,bình chánh,hồ chí minh,SG
70,bờ xe lam,None,bình chánh,hồ chí minh,SG
71,bông văn dĩa,None,bình chánh,hồ chí minh,SG
72,bùi thanh khiết,None,bình chánh,hồ chí minh,SG
73,bùi văn sự,None,bình chánh,hồ chí minh,SG
74,c2,None,bình chánh,hồ chí minh,SG
75,c3,None,bình chánh,hồ chí minh,SG
76,c4,None,bình chánh,hồ chí minh,SG
77,c7,None,bình chánh,hồ chí minh,SG
78,c9,None,bình chánh,hồ chí minh,SG
79,cao lỗ,None,bình chánh,hồ chí minh,SG
80,cầu suối,None,bình chánh,hồ chí minh,SG
81,cây bàn,None,bình chánh,hồ chí minh,SG
82,cây bàng,None,bình chánh,hồ chí minh,SG
83,cây cám,None,bình chánh,hồ chí minh,SG
84,cây dương,None,bình chánh,hồ chí minh,SG
85,chánh hưng,None,bình chánh,hồ chí minh,SG
86,chiến lược,None,bình chánh,hồ chí minh,SG
87,chùa,None,bình chánh,hồ chí minh,SG
88,công nghệ mới,None,bình chánh,hồ chí minh,SG
89,d17,None,bình chánh,hồ chí minh,SG
90,d2,None,bình chánh,hồ chí minh,SG
91,d6,None,bình chánh,hồ chí minh,SG
92,đa phước,None,bình chánh,hồ chí minh,SG
93,đinh đức thiện,None,bình chánh,hồ chí minh,SG
94,đoàn nguyễn tuân,None,bình chánh,hồ chí minh,SG
95,đoàn nguyễn tuấn,None,bình chánh,hồ chí minh,SG
96,đông hưng thuận 6,None,bình chánh,hồ chí minh,SG
97,đường đất,None,bình chánh,hồ chí minh,SG
98,dương đình cúc,None,bình chánh,hồ chí minh,SG
99,g6,None,bình chánh,hồ chí minh,SG
100,g7,None,bình chánh,hồ chí minh,SG
101,giao thông hào,None,bình chánh,hồ chí minh,SG
102,hà thanh,None,bình chánh,hồ chí minh,SG
103,hàng cọ,None,bình chánh,hồ chí minh,SG
104,hàng cọ 9a,None,bình chánh,hồ chí minh,SG
105,hậu lân,None,bình chánh,hồ chí minh,SG
106,hiệp thành 13,None,bình chánh,hồ chí minh,SG
107,hiệp thành 7,None,bình chánh,hồ chí minh,SG
108,hoàng đạo thúy,None,bình chánh,hồ chí minh,SG
109,hoàng phan thái,None,bình chánh,hồ chí minh,SG
110,hóc hữu,None,bình chánh,hồ chí minh,SG
111,hưng long,None,bình chánh,hồ chí minh,SG
112,hưng nhơn,None,bình chánh,hồ chí minh,SG
113,hương lộ  80,None,bình chánh,hồ chí minh,SG
114,hương lộ 11,None,bình chánh,hồ chí minh,SG
115,hương lộ 14,None,bình chánh,hồ chí minh,SG
116,huỳnh bá chánh,None,bình chánh,hồ chí minh,SG
117,huỳnh hữu trí,None,bình chánh,hồ chí minh,SG
118,huỳnh văn trí,None,bình chánh,hồ chí minh,SG
119,kênh,None,bình chánh,hồ chí minh,SG
120,kênh 10,None,bình chánh,hồ chí minh,SG
121,kênh 7,None,bình chánh,hồ chí minh,SG
122,kênh 8,None,bình chánh,hồ chí minh,SG
123,kênh 9,None,bình chánh,hồ chí minh,SG
124,kênh a,None,bình chánh,hồ chí minh,SG
125,kênh c,None,bình chánh,hồ chí minh,SG
126,kênh trung ương,None,bình chánh,hồ chí minh,SG
127,khuất văn bức,None,bình chánh,hồ chí minh,SG
128,kinh 11,None,bình chánh,hồ chí minh,SG
129,kinh 4,None,bình chánh,hồ chí minh,SG
130,kinh 6,None,bình chánh,hồ chí minh,SG
131,kinh a,None,bình chánh,hồ chí minh,SG
132,kinh b12,None,bình chánh,hồ chí minh,SG
133,kinh rau răm,None,bình chánh,hồ chí minh,SG
134,kinh trung ương,None,bình chánh,hồ chí minh,SG
135,lại hùng cường,None,bình chánh,hồ chí minh,SG
136,láng le bàu cò,None,bình chánh,hồ chí minh,SG
137,lê chân,None,bình chánh,hồ chí minh,SG
138,lê chính đang,None,bình chánh,hồ chí minh,SG
139,lê đình chi,None,bình chánh,hồ chí minh,SG
140,lê minh xuân,None,bình chánh,hồ chí minh,SG
141,lê quý hoàn,None,bình chánh,hồ chí minh,SG
142,liên ấp,None,bình chánh,hồ chí minh,SG
143,liên ấp 1-2,None,bình chánh,hồ chí minh,SG
144,liên ấp 123,None,bình chánh,hồ chí minh,SG
145,liên ấp 2-3,None,bình chánh,hồ chí minh,SG
146,liên ấp 2-3-4,None,bình chánh,hồ chí minh,SG
147,liên ấp 2-6,None,bình chánh,hồ chí minh,SG
148,liên ấp 3-4-5,None,bình chánh,hồ chí minh,SG
149,liên ấp 4-5,None,bình chánh,hồ chí minh,SG
150,liên ấp 5-6,None,bình chánh,hồ chí minh,SG
151,liên ấp 6,None,bình chánh,hồ chí minh,SG
152,liên ấp 6-2,None,bình chánh,hồ chí minh,SG
153,liên khu 123,None,bình chánh,hồ chí minh,SG
154,liên khu 2-6,None,bình chánh,hồ chí minh,SG
155,liên khu 4-5,None,bình chánh,hồ chí minh,SG
156,liên khu 5 - 6,None,bình chánh,hồ chí minh,SG
157,liên thôn 1-2-3,None,bình chánh,hồ chí minh,SG
158,linh hòa,None,bình chánh,hồ chí minh,SG
159,lô 2,None,bình chánh,hồ chí minh,SG
160,lộc hòa,None,bình chánh,hồ chí minh,SG
161,lương định của,None,bình chánh,hồ chí minh,SG
162,lý ông trọng,None,bình chánh,hồ chí minh,SG
163,mai bá hương,None,bình chánh,hồ chí minh,SG
164,mương khai,None,bình chánh,hồ chí minh,SG
165,nguyễn an ninh,None,bình chánh,hồ chí minh,SG
166,nguyễn cửu phú,None,bình chánh,hồ chí minh,SG
167,nguyễn đình kiên,None,bình chánh,hồ chí minh,SG
168,nguyễn đoàn tuân,None,bình chánh,hồ chí minh,SG
169,nguyễn hữu trí,None,bình chánh,hồ chí minh,SG
170,nguyễn huy chương,None,bình chánh,hồ chí minh,SG
171,nguyễn khanh,None,bình chánh,hồ chí minh,SG
172,nguyễn thái bình,None,bình chánh,hồ chí minh,SG
173,nguyễn thị dung,None,bình chánh,hồ chí minh,SG
174,nguyễn thị sưa,None,bình chánh,hồ chí minh,SG
175,nguyễn thị thập,None,bình chánh,hồ chí minh,SG
176,nguyễn thị tú,None,bình chánh,hồ chí minh,SG
177,nguyễn tri phương,None,bình chánh,hồ chí minh,SG
178,nguyễn văn bứa,None,bình chánh,hồ chí minh,SG
179,nguyễn văn cừ,None,bình chánh,hồ chí minh,SG
180,nguyễn văn linh,None,bình chánh,hồ chí minh,SG
181,nguyễn văn long,None,bình chánh,hồ chí minh,SG
182,nguyễn văn thời,None,bình chánh,hồ chí minh,SG
183,nữ dân công,None,bình chánh,hồ chí minh,SG
184,phạm hùng,None,bình chánh,hồ chí minh,SG
185,phạm tấn mười,None,bình chánh,hồ chí minh,SG
186,phạm văn sáng,None,bình chánh,hồ chí minh,SG
187,phạm văn thuận,None,bình chánh,hồ chí minh,SG
188,phan văn mảng,None,bình chánh,hồ chí minh,SG
189,phước lý,None,bình chánh,hồ chí minh,SG
190,quách điêu,None,bình chánh,hồ chí minh,SG
191,quốc lộ 1a,None,bình chánh,hồ chí minh,SG
192,quốc lộ 2,None,bình chánh,hồ chí minh,SG
193,quốc lộ 50,None,bình chánh,hồ chí minh,SG
194,quốc lộ 80,None,bình chánh,hồ chí minh,SG
195,quốc lộ 8a,None,bình chánh,hồ chí minh,SG
196,rạch bà lớn,None,bình chánh,hồ chí minh,SG
197,rạch bàu gốc,None,bình chánh,hồ chí minh,SG
198,rạch cầu suối,None,bình chánh,hồ chí minh,SG
199,rạch ông đồ,None,bình chánh,hồ chí minh,SG
200,số 1,None,bình chánh,hồ chí minh,SG
201,số 10,None,bình chánh,hồ chí minh,SG
202,số 11,None,bình chánh,hồ chí minh,SG
203,số 12,None,bình chánh,hồ chí minh,SG
204,số 12b,None,bình chánh,hồ chí minh,SG
205,số 13,None,bình chánh,hồ chí minh,SG
206,số 14,None,bình chánh,hồ chí minh,SG
207,số 16,None,bình chánh,hồ chí minh,SG
208,số 18,None,bình chánh,hồ chí minh,SG
209,số 19,None,bình chánh,hồ chí minh,SG
210,số 1a,None,bình chánh,hồ chí minh,SG
211,số 1e,None,bình chánh,hồ chí minh,SG
212,số 2,None,bình chánh,hồ chí minh,SG
213,số 24,None,bình chánh,hồ chí minh,SG
214,số 3,None,bình chánh,hồ chí minh,SG
215,số 4,None,bình chánh,hồ chí minh,SG
216,số 5,None,bình chánh,hồ chí minh,SG
217,số 6,None,bình chánh,hồ chí minh,SG
218,số 6a,None,bình chánh,hồ chí minh,SG
219,số 6b,None,bình chánh,hồ chí minh,SG
220,số 6d,None,bình chánh,hồ chí minh,SG
221,số 7,None,bình chánh,hồ chí minh,SG
222,số 8,None,bình chánh,hồ chí minh,SG
223,số 9,None,bình chánh,hồ chí minh,SG
224,số 9a,None,bình chánh,hồ chí minh,SG
225,sư đoàn 9,None,bình chánh,hồ chí minh,SG
226,t10,None,bình chánh,hồ chí minh,SG
227,t11,None,bình chánh,hồ chí minh,SG
228,t12,None,bình chánh,hồ chí minh,SG
229,t14,None,bình chánh,hồ chí minh,SG
230,t4,None,bình chánh,hồ chí minh,SG
231,t6,None,bình chánh,hồ chí minh,SG
232,t9,None,bình chánh,hồ chí minh,SG
233,tam bửu tự,None,bình chánh,hồ chí minh,SG
234,tân chánh hiệp 16,None,bình chánh,hồ chí minh,SG
235,tân đức,None,bình chánh,hồ chí minh,SG
236,tân kiên,None,bình chánh,hồ chí minh,SG
237,tân liêm,None,bình chánh,hồ chí minh,SG
238,tân liễu,None,bình chánh,hồ chí minh,SG
239,tân long,None,bình chánh,hồ chí minh,SG
240,tân thới hiệp 10,None,bình chánh,hồ chí minh,SG
241,tân túc,None,bình chánh,hồ chí minh,SG
242,tập đoàn 16,None,bình chánh,hồ chí minh,SG
243,tây lân,None,bình chánh,hồ chí minh,SG
244,thạnh lộc 27,None,bình chánh,hồ chí minh,SG
245,thanh niên,None,bình chánh,hồ chí minh,SG
246,thạnh xuân 21,None,bình chánh,hồ chí minh,SG
247,thế lữ,None,bình chánh,hồ chí minh,SG
248,thích thiện hòa,None,bình chánh,hồ chí minh,SG
249,thiên giang,None,bình chánh,hồ chí minh,SG
250,thới hòa,None,bình chánh,hồ chí minh,SG
251,thủy lợi,None,bình chánh,hồ chí minh,SG
252,tỉnh lộ 10,None,bình chánh,hồ chí minh,SG
253,tỉnh lộ 10b,None,bình chánh,hồ chí minh,SG
254,tỉnh lộ 6,None,bình chánh,hồ chí minh,SG
255,tỉnh lộ 826,None,bình chánh,hồ chí minh,SG
256,tỉnh lộ 835,None,bình chánh,hồ chí minh,SG
257,tỉnh lộ 835b,None,bình chánh,hồ chí minh,SG
258,trại gà,None,bình chánh,hồ chí minh,SG
259,trần đại nghĩa,None,bình chánh,hồ chí minh,SG
260,trần hải phụng,None,bình chánh,hồ chí minh,SG
261,trần văn giàu,None,bình chánh,hồ chí minh,SG
262,trích sài,None,bình chánh,hồ chí minh,SG
263,trịnh như khuê,None,bình chánh,hồ chí minh,SG
264,trịnh quang nghị,None,bình chánh,hồ chí minh,SG
265,trung chánh 1,None,bình chánh,hồ chí minh,SG
266,trung sơn,None,bình chánh,hồ chí minh,SG
267,trương văn bang,None,bình chánh,hồ chí minh,SG
268,trương văn đa,None,bình chánh,hồ chí minh,SG
269,vành đai 2,None,bình chánh,hồ chí minh,SG
270,vành đai 4,None,bình chánh,hồ chí minh,SG
271,vành đai trong,None,bình chánh,hồ chí minh,SG
272,vĩnh lộc,None,bình chánh,hồ chí minh,SG
273,vĩnh lộc a,None,bình chánh,hồ chí minh,SG
274,vĩnh lộc b,None,bình chánh,hồ chí minh,SG
275,vĩnh lộc h,None,bình chánh,hồ chí minh,SG
276,võ hữu lợi,None,bình chánh,hồ chí minh,SG
277,võ văn thu,None,bình chánh,hồ chí minh,SG
278,võ văn vân,None,bình chánh,hồ chí minh,SG
279,vườn thơm,None,bình chánh,hồ chí minh,SG
280,xã đê,None,bình chánh,hồ chí minh,SG
281,None,an phú tây,bình chánh,hồ chí minh,SG
282,None,bình chánh,bình chánh,hồ chí minh,SG
283,None,bình hưng,bình chánh,hồ chí minh,SG
284,None,bình lợi,bình chánh,hồ chí minh,SG
285,None,đa phước,bình chánh,hồ chí minh,SG
286,None,hưng long,bình chánh,hồ chí minh,SG
287,None,lê minh xuân,bình chánh,hồ chí minh,SG
288,None,phạm văn hai,bình chánh,hồ chí minh,SG
289,None,phong phú,bình chánh,hồ chí minh,SG
290,None,quy đức,bình chánh,hồ chí minh,SG
291,None,tân kiên,bình chánh,hồ chí minh,SG
292,None,tân nhựt,bình chánh,hồ chí minh,SG
293,None,tân quý tây,bình chánh,hồ chí minh,SG
294,None,tân túc,bình chánh,hồ chí minh,SG
295,None,vĩnh lộc a,bình chánh,hồ chí minh,SG
296,None,vĩnh lộc b,bình chánh,hồ chí minh,SG
347,None,None,bình chánh,hồ chí minh,SG
348,đường 1,None,bình tân,hồ chí minh,SG
349,đường 10,None,bình tân,hồ chí minh,SG
350,đường 10a,None,bình tân,hồ chí minh,SG
351,đường 11,None,bình tân,hồ chí minh,SG
352,đường 11a,None,bình tân,hồ chí minh,SG
353,đường 12,None,bình tân,hồ chí minh,SG
354,đường 13,None,bình tân,hồ chí minh,SG
355,đường 13a,None,bình tân,hồ chí minh,SG
356,đường 13b,None,bình tân,hồ chí minh,SG
357,đường 14,None,bình tân,hồ chí minh,SG
358,đường 14a,None,bình tân,hồ chí minh,SG
359,đường 14b,None,bình tân,hồ chí minh,SG
360,đường 15,None,bình tân,hồ chí minh,SG
361,đường 16,None,bình tân,hồ chí minh,SG
362,đường 16a,None,bình tân,hồ chí minh,SG
363,đường 16b,None,bình tân,hồ chí minh,SG
364,đường 17,None,bình tân,hồ chí minh,SG
365,đường 173,None,bình tân,hồ chí minh,SG
366,đường 17a,None,bình tân,hồ chí minh,SG
367,đường 17b,None,bình tân,hồ chí minh,SG
368,đường 17c,None,bình tân,hồ chí minh,SG
369,đường 18,None,bình tân,hồ chí minh,SG
370,đường 18a,None,bình tân,hồ chí minh,SG
371,đường 18b,None,bình tân,hồ chí minh,SG
372,đường 18d,None,bình tân,hồ chí minh,SG
373,đường 18e,None,bình tân,hồ chí minh,SG
374,đường 19,None,bình tân,hồ chí minh,SG
375,đường 19/5,None,bình tân,hồ chí minh,SG
376,đường 19a,None,bình tân,hồ chí minh,SG
377,đường 19b,None,bình tân,hồ chí minh,SG
378,đường 19c,None,bình tân,hồ chí minh,SG
379,đường 19d,None,bình tân,hồ chí minh,SG
380,đường 19e,None,bình tân,hồ chí minh,SG
381,đường 1a,None,bình tân,hồ chí minh,SG
382,đường 1b,None,bình tân,hồ chí minh,SG
383,đường 1c,None,bình tân,hồ chí minh,SG
384,đường 1d,None,bình tân,hồ chí minh,SG
385,đường 2,None,bình tân,hồ chí minh,SG
386,đường 20,None,bình tân,hồ chí minh,SG
387,đường 21,None,bình tân,hồ chí minh,SG
388,đường 21a,None,bình tân,hồ chí minh,SG
389,đường 21b,None,bình tân,hồ chí minh,SG
390,đường 21c,None,bình tân,hồ chí minh,SG
391,đường 21e,None,bình tân,hồ chí minh,SG
392,đường 22,None,bình tân,hồ chí minh,SG
393,đường 23,None,bình tân,hồ chí minh,SG
394,đường 23a,None,bình tân,hồ chí minh,SG
395,đường 23b,None,bình tân,hồ chí minh,SG
396,đường 24,None,bình tân,hồ chí minh,SG
397,đường 24a,None,bình tân,hồ chí minh,SG
398,đường 24b,None,bình tân,hồ chí minh,SG
399,đường 25,None,bình tân,hồ chí minh,SG
400,đường 25a,None,bình tân,hồ chí minh,SG
401,đường 26,None,bình tân,hồ chí minh,SG
402,đường 26/3,None,bình tân,hồ chí minh,SG
403,đường 26/5,None,bình tân,hồ chí minh,SG
404,đường 27,None,bình tân,hồ chí minh,SG
405,đường 27/3,None,bình tân,hồ chí minh,SG
406,đường 28,None,bình tân,hồ chí minh,SG
407,đường 28a,None,bình tân,hồ chí minh,SG
408,đường 29,None,bình tân,hồ chí minh,SG
409,đường 2a,None,bình tân,hồ chí minh,SG
410,đường 2b,None,bình tân,hồ chí minh,SG
411,đường 2c,None,bình tân,hồ chí minh,SG
412,đường 2d,None,bình tân,hồ chí minh,SG
413,đường 2e,None,bình tân,hồ chí minh,SG
414,đường 2f,None,bình tân,hồ chí minh,SG
415,đường 3,None,bình tân,hồ chí minh,SG
416,đường 30,None,bình tân,hồ chí minh,SG
417,đường 31,None,bình tân,hồ chí minh,SG
418,đường 31a,None,bình tân,hồ chí minh,SG
419,đường 32,None,bình tân,hồ chí minh,SG
420,đường 32a,None,bình tân,hồ chí minh,SG
421,đường 32b,None,bình tân,hồ chí minh,SG
422,đường 33,None,bình tân,hồ chí minh,SG
423,đường 33a,None,bình tân,hồ chí minh,SG
424,đường 33b,None,bình tân,hồ chí minh,SG
425,đường 34,None,bình tân,hồ chí minh,SG
426,đường 34a,None,bình tân,hồ chí minh,SG
427,đường 34b,None,bình tân,hồ chí minh,SG
428,đường 36,None,bình tân,hồ chí minh,SG
429,đường 38,None,bình tân,hồ chí minh,SG
430,đường 39,None,bình tân,hồ chí minh,SG
431,đường 3a,None,bình tân,hồ chí minh,SG
432,đường 3b,None,bình tân,hồ chí minh,SG
433,đường 3c,None,bình tân,hồ chí minh,SG
434,đường 3d,None,bình tân,hồ chí minh,SG
435,đường 4,None,bình tân,hồ chí minh,SG
436,đường 40,None,bình tân,hồ chí minh,SG
437,đường 40b,None,bình tân,hồ chí minh,SG
438,đường 41,None,bình tân,hồ chí minh,SG
439,đường 42,None,bình tân,hồ chí minh,SG
440,đường 43,None,bình tân,hồ chí minh,SG
441,đường 44,None,bình tân,hồ chí minh,SG
442,đường 46,None,bình tân,hồ chí minh,SG
443,đường 46a,None,bình tân,hồ chí minh,SG
444,đường 46b,None,bình tân,hồ chí minh,SG
445,đường 47,None,bình tân,hồ chí minh,SG
446,đường 48,None,bình tân,hồ chí minh,SG
447,đường 48a,None,bình tân,hồ chí minh,SG
448,đường 49,None,bình tân,hồ chí minh,SG
449,đường 49a,None,bình tân,hồ chí minh,SG
450,đường 49b,None,bình tân,hồ chí minh,SG
451,đường 4a,None,bình tân,hồ chí minh,SG
452,đường 4b,None,bình tân,hồ chí minh,SG
453,đường 5,None,bình tân,hồ chí minh,SG
454,đường 50,None,bình tân,hồ chí minh,SG
455,đường 50a,None,bình tân,hồ chí minh,SG
456,đường 50b,None,bình tân,hồ chí minh,SG
457,đường 50c,None,bình tân,hồ chí minh,SG
458,đường 50d,None,bình tân,hồ chí minh,SG
459,đường 51,None,bình tân,hồ chí minh,SG
460,đường 52,None,bình tân,hồ chí minh,SG
461,đường 53,None,bình tân,hồ chí minh,SG
462,đường 53a,None,bình tân,hồ chí minh,SG
463,đường 53c,None,bình tân,hồ chí minh,SG
464,đường 54,None,bình tân,hồ chí minh,SG
465,đường 55,None,bình tân,hồ chí minh,SG
466,đường 55a,None,bình tân,hồ chí minh,SG
467,đường 57,None,bình tân,hồ chí minh,SG
468,đường 57a,None,bình tân,hồ chí minh,SG
469,đường 57c,None,bình tân,hồ chí minh,SG
470,đường 5a,None,bình tân,hồ chí minh,SG
471,đường 5b,None,bình tân,hồ chí minh,SG
472,đường 5c,None,bình tân,hồ chí minh,SG
473,đường 5d,None,bình tân,hồ chí minh,SG
474,đường 5e,None,bình tân,hồ chí minh,SG
475,đường 5f,None,bình tân,hồ chí minh,SG
476,đường 6,None,bình tân,hồ chí minh,SG
477,đường 61,None,bình tân,hồ chí minh,SG
478,đường 6a,None,bình tân,hồ chí minh,SG
479,đường 6b,None,bình tân,hồ chí minh,SG
480,đường 6c,None,bình tân,hồ chí minh,SG
481,đường 6d,None,bình tân,hồ chí minh,SG
482,đường 6e,None,bình tân,hồ chí minh,SG
483,đường 7,None,bình tân,hồ chí minh,SG
484,đường 7a,None,bình tân,hồ chí minh,SG
485,đường 7b,None,bình tân,hồ chí minh,SG
486,đường 8,None,bình tân,hồ chí minh,SG
487,đường 822,None,bình tân,hồ chí minh,SG
488,đường 8b,None,bình tân,hồ chí minh,SG
489,đường 8c,None,bình tân,hồ chí minh,SG
490,đường 8d,None,bình tân,hồ chí minh,SG
491,đường 9,None,bình tân,hồ chí minh,SG
492,đường 9a,None,bình tân,hồ chí minh,SG
493,a3,None,bình tân,hồ chí minh,SG
494,a5,None,bình tân,hồ chí minh,SG
495,a8,None,bình tân,hồ chí minh,SG
496,a9,None,bình tân,hồ chí minh,SG
497,an dương vương,None,bình tân,hồ chí minh,SG
498,ao đôi,None,bình tân,hồ chí minh,SG
499,ấp chiến lược,None,bình tân,hồ chí minh,SG
500,âu cơ,None,bình tân,hồ chí minh,SG
501,bà hom,None,bình tân,hồ chí minh,SG
502,bến lội,None,bình tân,hồ chí minh,SG
503,bia truyền thống,None,bình tân,hồ chí minh,SG
504,bình hưng hòa,None,bình tân,hồ chí minh,SG
505,bình hưng hòa a,None,bình tân,hồ chí minh,SG
506,bình long,None,bình tân,hồ chí minh,SG
507,bình thành,None,bình tân,hồ chí minh,SG
508,bình trị đông,None,bình tân,hồ chí minh,SG
509,bờ tuyến,None,bình tân,hồ chí minh,SG
510,bùi dương lịch,None,bình tân,hồ chí minh,SG
511,bùi hữu diện,None,bình tân,hồ chí minh,SG
512,bùi thị xuân,None,bình tân,hồ chí minh,SG
513,bùi tư toàn,None,bình tân,hồ chí minh,SG
514,c2,None,bình tân,hồ chí minh,SG
515,c3,None,bình tân,hồ chí minh,SG
516,cầu kinh,None,bình tân,hồ chí minh,SG
517,cây cám,None,bình tân,hồ chí minh,SG
518,chiến lược,None,bình tân,hồ chí minh,SG
519,cn11,None,bình tân,hồ chí minh,SG
520,cống lở,None,bình tân,hồ chí minh,SG
521,cửu long,None,bình tân,hồ chí minh,SG
522,d13,None,bình tân,hồ chí minh,SG
523,d3,None,bình tân,hồ chí minh,SG
524,d7,None,bình tân,hồ chí minh,SG
525,đại lộ đông tây,None,bình tân,hồ chí minh,SG
526,đại phú,None,bình tân,hồ chí minh,SG
527,đất mới,None,bình tân,hồ chí minh,SG
528,đình nghi xuân,None,bình tân,hồ chí minh,SG
529,đình tân khai,None,bình tân,hồ chí minh,SG
530,đỗ năng tế,None,bình tân,hồ chí minh,SG
531,đoàn phú tứ,None,bình tân,hồ chí minh,SG
532,dương bá cung,None,bình tân,hồ chí minh,SG
533,dương tự quán,None,bình tân,hồ chí minh,SG
534,e50,None,bình tân,hồ chí minh,SG
535,g1,None,bình tân,hồ chí minh,SG
536,g10,None,bình tân,hồ chí minh,SG
537,g14,None,bình tân,hồ chí minh,SG
538,g3,None,bình tân,hồ chí minh,SG
539,g5,None,bình tân,hồ chí minh,SG
540,g7,None,bình tân,hồ chí minh,SG
541,g8,None,bình tân,hồ chí minh,SG
542,g9,None,bình tân,hồ chí minh,SG
543,gia phú,None,bình tân,hồ chí minh,SG
544,gò mây,None,bình tân,hồ chí minh,SG
545,gò xoài,None,bình tân,hồ chí minh,SG
546,hồ học lãm,None,bình tân,hồ chí minh,SG
547,hồ văn long,None,bình tân,hồ chí minh,SG
548,hòa bình,None,bình tân,hồ chí minh,SG
549,hoàng văn hợp,None,bình tân,hồ chí minh,SG
550,hương lộ  80,None,bình tân,hồ chí minh,SG
551,hương lộ 17a,None,bình tân,hồ chí minh,SG
552,hương lộ 2,None,bình tân,hồ chí minh,SG
553,hương lộ 3,None,bình tân,hồ chí minh,SG
554,hương lộ 5,None,bình tân,hồ chí minh,SG
555,huyện lộ 24b,None,bình tân,hồ chí minh,SG
556,huyện lộ 48b,None,bình tân,hồ chí minh,SG
557,huỳnh văn nghệ,None,bình tân,hồ chí minh,SG
558,kênh 19/5,None,bình tân,hồ chí minh,SG
559,kênh 26/3,None,bình tân,hồ chí minh,SG
560,kênh c,None,bình tân,hồ chí minh,SG
561,kênh nước đen,None,bình tân,hồ chí minh,SG
562,khiếu năng tĩnh,None,bình tân,hồ chí minh,SG
563,kinh dương vương,None,bình tân,hồ chí minh,SG
564,lâm hoành,None,bình tân,hồ chí minh,SG
565,lê cơ,None,bình tân,hồ chí minh,SG
566,lê công phép,None,bình tân,hồ chí minh,SG
567,lê đình cẩn,None,bình tân,hồ chí minh,SG
